Sample Id,52431,52235,37752,31934,53026,63589,34399,32397,62062,32445,12032,35136,37190,1126,48255,57513,32586,43807,63191,57516,54745,1868,36747,61864,48407,42420,48195,36738,587,48152,61887,33487,47155,57595,18349,527,57370,57511,1303,1496,62819,43488,15720,33950,54979,48130,53260,63264,35126,566,32452,48428,39592,53237,57474,52435,37058,35669,32306,606,"P29460, Q9NPF7",Q9BQB4,Q12841,Q9HBX9,Q16778,Q7L7L0,P16035,HCE000104,P05156,Q07011,P33681,P30519,P50895,P33151,P12956,P08581,P01031...289,P18075,P42830,P08697,Q9UBG0,P53582,P07093,P0CG37,Q9UHF5,P14091,Q9UBP4,P36507,P35968,Q04759,Q9NP97,P0DMV8,P61812,Q9UNZ2,Q9BXJ7,Q9BZZ2,Q7LFX5,Q9NZU1,P04083,P46108,P15428,O76036,Q99829,O00548,P13501,P27348,P04155,O95825,Target
111-0022-01,-0.5377414351180336,-0.9602468860579669,-0.7469764372928664,-0.8176146603700525,0.5888973385005822,1.0790142838896954,0.20148303045305277,-0.41520816878641875,-0.48376917772209743,0.904323215105926,-0.3014799610421095,3.3967657936428193,0.8003868291367353,-0.785450189241768,0.7736273578107669,-0.46144536699380423,0.6447313724244822,0.3878837070570673,-0.7729877384111923,-0.3014973685664422,-1.0548514735311065,0.13542409701104072,-0.2373329995596231,-0.5985854934933255,-0.7590525531021876,-0.41777296846174905,0.23672503026235542,1.922608174105705,-2.0529647693952295,-0.4474654149168225,-0.5257753235409031,0.6528533160117608,0.7452760973048196,0.3938971917025937,-0.39969746178132837,-2.2506107270659355,-1.1958753323715823,-0.5626844660376736,-0.6067238297827715,-0.28209071916834033,1.3731920252192062,-0.6511211731461223,-0.802461694757423,-1.2301722738073697,1.8570771362383978,-0.28483146594938186,1.0800183121996345,0.3329362900303465,-0.6031986840748331,-0.3658666450165676,-0.6243242741702827,-1.7592246820250546,-0.44413269253187215,-0.610631829947442,-0.701353305149213,-0.05409581530886164,0.7691111715203715,1.22930613463742,-1.0028488958403976,-0.7097448745965994,-0.47436742473865134,-0.6740962118778089,0.005674025824886297,-0.8003604880500997,-1.1578401567662862,-0.3660012218424809,-0.311085508419132,2.158853528609961,0.16707551599554218,-0.6627607936779979,-0.4800897607089911,0.3982449531785126,-0.490584109334074,-0.4333099352238889,-1.1901268903900737,-0.542593585820155,0.48338883801105803,-0.8738380972460504,-1.1643489231111457,-0.38938222464360683,0.09080491569833371,0.25468093254491714,-1.2148292869891009,1.5946521331776415,2.1449889526372203,-0.41784198159619235,-1.1573669835640366,1.004414851327768,-0.6652318238397285,2.9460228679924367,-0.15440179344552343,0.44070975245838534,-0.8627748212079874,0.2360093082107093,-0.6116084325709994,-0.9865261905058716,-0.42158265857401983,-0.09059158029473721,-0.47362310728051793,-0.6615708418619449,-1.3990879719916236,-0.8657326954072154,-0.27784243533452574,-0.7082462245866149,-0.24572083799558678,-0.6984820420555999,-1.0265584699625394,-1.2870393720028275,1
111-0025-01,-0.5377414351180336,0.32448662454323657,1.8746596055199403,-0.748778774670161,-0.7106022659584466,-0.8770575165899991,-0.2431744167412731,0.6674205075466223,1.277577524076482,-0.6264895773456324,-0.3014799610421095,-0.14129749524454002,1.3193191168091676,-1.1454548205131785,-0.581204555217531,1.4633173138360842,-0.4298959797269772,-0.7462531287873305,-0.7729877384111923,-0.3014973685664422,-0.5969474021321022,0.42754088658298295,-0.878326287591163,-0.7797326029618399,-0.7590525531021876,-0.48780734776899515,1.8481114174134263,0.3609402654585291,0.7867412367864117,0.050355609696180824,-0.4664228813225876,0.2123253884346302,-1.2251462035703937,0.6691623589743388,-0.5084005808272501,1.8831182787173188,0.4404787321297485,0.004807048082058157,2.4592048791309877,1.1285111114180633,-0.9965722879035384,-0.012838114275938835,-0.8155340067046012,-0.412930613864463,-0.3653844537737495,-0.28483146594938186,0.3152048552192493,0.9956895626792136,0.7717890782705079,-1.4636793344634504,-0.7732972864604403,-0.8287569360713989,-0.49452744323148745,0.8282699375625246,0.02569317894473211,1.5147727101357142,-0.5233840514822959,-0.9283151358767202,-0.7428645275806768,-0.6969403443552019,-0.44632887813532013,-0.5101485861477629,0.670628607982982,-0.5317909460112079,0.7937554356181299,0.11754782639233266,0.9332565252573795,0.2402529494231484,0.7089146562283385,0.9573325626067354,-0.3382450586813343,1.1639585113775828,-0.6945725432889642,-0.04163841301570436,0.3321995151227817,0.6343085020964019,0.8885460923576356,0.1082884711119285,-0.3931036187252454,-0.37308690024076074,-0.12743426109991948,1.7475722693266915,-0.38846558319321095,-0.4474233398540693,0.3306614630734683,2.3360616869546975,1.9033802772812447,-0.18889622751849025,0.7075457525465682,-0.5920475562545561,-0.018783776802613835,-1.630754175492703,-0.7095749466236599,-0.7480406811243046,-0.4462951379247729,-0.6097613669616161,-0.8209767561704595,-0.7811745169917893,2.570123411831489,-0.9357943929981772,0.5182569497392455,1.1957945287331802,0.0058331561009457725,0.36690129652601877,-0.2627380075581148,0.4451562635912346,-0.879687082402766,1.264785813049434,0
111-049-01,-0.5377414351180336,0.04354098547999761,0.7104907603466114,-0.8819261216577444,0.46475159465027854,-0.09017411214821863,-0.9965837529105307,-0.9905886661186518,-1.327291865713379,-0.8767951119230476,-0.3014799610421095,-1.0105258963422585,-0.6990967642823015,-0.24639765546103487,-0.5472440730198226,0.009893074965557335,0.03616620971406641,0.2140927562125359,-0.7729877384111923,3.3498244749165287,-0.016786751876638528,-0.6425432237751352,0.5980183692212062,0.027335146632892708,-0.5117164775986226,-0.5103401480678482,-0.5407349970807707,-0.7460229234977365,-0.006917724724982943,1.7614332827908448,0.7152156772458425,0.3574879091923111,-1.00104922783652,0.7262407548634632,-0.3374628516405336,0.019873217623412043,-0.22118252355653098,-1.2174823669450563,-0.5311691663983857,0.8984507876402041,-1.4709193447581606,0.21241690522012188,0.7228394310791624,1.188069683941226,-1.3540811845475886,1.9969345462570571,-0.010307904043313491,-0.9500945798723075,0.31180349747557595,2.1182536964527743,1.710820289252674,1.0552274900916245,-0.6974961416225361,0.47185186859575046,-0.7942331859429405,-0.6904567473542461,1.645328333794411,-0.009579989455694988,-0.6055857860444339,2.2591364095856563,-1.1790695627023764,-0.3251655467623042,-0.14765101909142955,-0.17295413451820582,-0.22618921874814024,-0.1468130890715231,-0.9332565252573849,-0.565867365293166,-1.3905219376390523,-0.6837209055934015,-1.102933484356073,0.19855828487242003,-0.18362223145753948,-1.787374340572184,-0.8623865735528656,-0.603652059901429,-1.002187761259725,1.3390657524738596,0.42895579795547734,-0.4933015090090624,-0.5639126146964253,-1.0325695334219331,-0.9596967169010692,-0.6433800771651933,2.74735457838754,1.4352200640331998,0.7457108722425387,1.0623373666155862,-0.5709035400821907,2.872952687415312,0.458946020517385,0.16041563737115824,-0.9054326388506587,2.503545409640856,4.549764436979986,-1.2735811149803409,0.32457220592785674,-0.7995141737355755,0.14295152882182818,-0.38357061434123696,2.1990805803249978,-1.2834485551809354,-0.08037475090671692,-0.31460186255199923,-0.0070550348811322305,-0.5700650289215274,0.9817717628918433,1.396139918261985,2
126-0005-01,-0.5377414351180336,0.5302260141044655,0.035562710102830346,-0.41138598278900296,1.1626011547785036,-0.8770575165899991,-0.6695895071276267,-0.6045055289072431,-1.0989841554787112,-0.8968405761498531,3.266299896731473,-0.6932862579812876,0.3799674457577991,-0.25155148634349966,0.703553968487326,0.13164897033026768,-0.11714609148977118,-0.04554673661543885,3.384263792798942,-0.3014973685664422,0.08459034680992043,0.16574763918113855,0.560193686260441,-0.043771241359838495,-0.31370163468914963,-0.5103401480678482,-1.4663883249101692,-0.06948410512267086,-1.4301296230579927,0.07597505697697118,1.7084048750525094,-1.2755904493316021,-0.24933152442542564,1.5870197896430023,-0.7491447977218916,1.5919768872857507,1.599740207004656,-0.9667883134548011,0.5751101679982522,0.16854290472643293,-0.4803968433022714,0.10850191838571832,-0.18271526926168577,0.4497370569260006,-0.7812344342618938,-0.28483146594938186,-0.03861336137049284,-0.44038647513134005,-1.5103924684203909,-0.8173314758317392,-0.9036116510880134,-1.1688173660902845,0.5698330969438423,-1.2946743684229747,-0.8182220293267509,-0.8054023297527585,-1.041109824696976,-0.4985841802926922,0.9706423121041884,0.4887279254366492,-0.5094156079928154,-0.15982168396866744,0.14101413707972862,0.27921931262363725,0.6902386647272238,2.2088844793232196,-0.311085508419132,1.0378157236435368,-1.094512528943119,-0.2941094135188386,2.091300093997502,0.6223344632150067,0.7621048435986063,-0.12780614790150546,1.1647686962154324,2.0325475585575763,0.08481950649938469,-0.046935941150410866,0.5554264774448199,-0.41309338530164036,-1.216580950942844,-0.8060576488526592,0.26222359895655917,-0.22366496017843826,-0.9219030698810291,2.302120540429138,1.9890260389079322,-0.5981080716352075,4.25990877916023,-0.816538800111672,0.46371650351487415,0.8349298627100981,-0.8705084687230616,2.233129527853084,-0.7089766262281834,-0.4298389923566669,-0.4587355978853162,-0.6224416258645366,1.8772737672701372,-1.0595956871624685,1.7898136325452556,-1.1887662936322256,-0.39868086908885647,-0.04301776781493785,-0.5643673380539236,-0.4964675426206323,1.2624593035616327,0.3867884223970675,0
126-0017-02,-0.5377414351180336,0.9591890486843976,0.049373028797040606,-0.9320179633642383,-0.6506791038835162,-0.280329290576904,1.465222298325336,-0.5881783246944872,1.4205062562825639,-0.6494630307291623,-0.3014799610421095,-0.7950655986197359,0.11409246985787959,-0.9051335952901108,-1.0851111467004302,0.7502316593409935,1.0816083764424684,0.6274467115876226,-0.3445805902459172,-0.3014973685664422,0.010264650104489861,-0.38041304812695637,2.810424602042397,-1.0763507488392996,-0.7590525531021876,-0.413445901548029,-0.08136042336042675,-1.7497946287377408,0.36735917369030524,-0.13671658966394265,-0.5257753235409031,-2.1677351081548517,-1.0836672584472677,0.7062940036118875,-0.19038172300778824,0.041417082148666406,-0.0014026444747728538,-0.55426563588315,-0.3303528242451499,1.8975529669332223,-0.1124822285673844,4.295867488300604,0.8808955664404912,-0.17876272696015438,-0.40405926779704837,-0.28483146594938186,-0.611515817672602,-0.737848939382514,-1.0156240273493005,0.7693908183339301,-1.0513999873361022,-0.009278673533708974,-0.938425472253208,-1.749924522015906,0.4365790092110225,0.30091038019539124,-0.5624435610365247,-0.05545067788394823,-0.13749733825843385,0.26313916906991297,-0.37553154796190885,-0.6060847696486931,0.8465393835439378,0.7612493218414923,-0.2383676623823654,-0.4994797480425955,-0.311085508419132,-0.18420105917482654,-0.20344311030022327,-0.49138105507557933,-0.26277640311533795,-1.1379436933133644,3.087304991731198,-0.41204776687544487,0.9956232302077831,1.2967929458782246,-0.4520962045452668,2.186837328506231,0.40863015303754785,4.646848783764146,0.2875275539390124,-0.2763022114995872,1.8612084719658093,-1.5052309904649186,0.013070722257740848,0.4646278280683509,-0.3626033481299406,0.0470843903207698,-0.27186281072318746,-0.26120542772552463,0.2112216534334768,-1.4978405144674694,-0.26396954218366936,-0.6781282824181974,-0.31915810432955194,-0.8046772727836441,0.1016545700600762,0.1269546928039681,-0.690798059319419,-0.34396156933331634,0.2808965055084639,1.62624077661429,-0.34857712826389003,0.2041542734626115,-0.6417954595634251,0.19619686548697124,1.0720704678360005,1.5265517415146195,2
77-0155-01,3.4041761602343126,1.13858229988505,1.8228367264594878,0.602246672129821,0.22479023261927877,-0.7829772447450376,-0.22949264913529382,1.5423376836692646,-0.35786220379386646,-0.20110530652510603,-0.3014799610421095,1.6537945852093874,-0.3196939061110663,0.4921272217336028,0.24389166719158237,-0.09519735968095604,-0.578704394291454,-0.5544795565230248,0.20752798499043512,-0.3014973685664422,-0.722749553092884,0.7853586841901374,1.0351974057632658,-0.9373141947958754,-0.7590525531021876,-0.23071546839900836,0.11836765217015731,0.958567949227042,-0.40518673201304767,-0.031827558443766134,-0.4455316787367185,-0.7927234532001479,2.265376943778104,0.867095506009206,-0.4809136280150657,0.2395009476447587,0.6633541024661789,1.7509347838350788,0.07247282843054872,1.3864395671999394,0.18557240872677075,-0.34926855636775883,-1.5255982238353836,0.3994058899775338,-0.4048251056984998,-0.28483146594938186,0.8620662907803526,-0.17703728768184024,-0.5393117978533148,-0.657127414755479,-1.0513999873361022,1.1474232271144715,-0.7451846430102709,-0.4619946003128268,2.1447076778479826,1.8925831230595114,-0.9261785554880951,-0.48867384637300787,1.1376502078584707,-0.5745685939587559,0.8196115010050855,-0.4529947242420958,-0.710795540735646,-1.0343996603982768,0.8790045410576973,-0.16836102564342265,0.9332565252573795,-0.46146537124285825,-0.8461484702770105,-0.5246706445882794,-0.5319176326037112,-1.194189267545632,1.3476825562301014,0.3354853097961767,0.8973975192430762,2.1134500367152653,3.8794630594039132,2.4688013391731656,-2.2009568139255737,-0.34976604675405293,-0.7790780002721678,-0.7436492253715132,0.5728323337749444,-1.6294415539321527,0.1777062026105523,0.40577574831302327,-0.3880067520022633,0.3715577398497524,-0.3260513992647516,-0.02873172716670627,0.4337306103877984,-1.161487576362797,-0.6733618352435505,-0.6491080414458513,-0.6131066707405484,-1.5418731847474043,0.5289133721399887,0.0491692521320473,-0.5028581969780622,-1.2113075409486207,0.24996772035111942,-0.15283096139340097,-0.2911051902587816,-0.14575182612371393,-1.118276207314209,-0.175425009785451,0.7815915013288932,0.3086627781203198,0
126-0021-02,-0.5377414351180336,-0.39212833886444465,-0.07806476350992947,1.0288352595657675,2.3680509532903327,0.4857766686694343,0.5312136297571519,0.02967745577769739,-0.4327039028885447,2.092035739705419,-0.3014799610421095,-0.19588077066757933,-0.01792947065440839,-0.05990533056593013,1.7883761322113083,-0.7065256716731727,-0.6421191181736524,-0.7011734065980332,0.25781417435651377,-0.3014973685664422,1.4108969487972867,-0.02630146122948072,0.568974416233476,-0.03803355010970451,0.2940026857302334,-0.36248266900865994,1.5122723570768142,0.35707748264562134,-0.637430345901509,-0.41380849397931374,-0.5257753235409031,0.8474114167494851,-0.22486524068232902,-0.9830423908484903,0.875593424353793,0.33255847358023444,0.9287924775543588,-0.8854062886277406,-0.44448013156787974,-0.5251957004799946,1.9741192292861882,-0.1576838077149851,0.8167223986998003,-0.28369041398831446,1.2918887649672173,-0.28483146594938186,1.8148279844132091,1.800338138444772,0.9386048367378041,-0.7588240166073413,1.769906006850858,0.9531029813893942,1.3870472472585045,-0.27911633348489734,0.030921516605306273,0.7166251004516736,0.06368572773550783,0.5565360376897037,1.4620477435906112,-0.32920048193457646,0.8233499738855294,-0.33352459760353803,0.20110333404170402,-0.7828511490756165,0.40404523932295766,0.7803415862484724,1.5554275420956323,-0.6309046730622107,1.1671210011960156,-0.3039729955966756,-0.3491561896065391,-0.46002084621756895,-0.08971952133479903,-2.053710975673749,0.5384614601378586,-0.7089779276916264,-1.6313343919930277,-0.22406676316000326,-1.0254570161719556,0.31580525714901964,0.3889626642818628,-0.9456069761121396,-0.9929246280676871,0.561955643412154,-0.931914686929511,-0.37019982179426036,-1.0477694411434442,-0.5021068657415083,0.831978807716086,0.7723385046057042,-1.4161945462814403,-1.4019980105989336,2.177960349778455,-0.8337823021789639,-0.04506695611957681,0.16018577799587586,3.2410779418646514,-0.1203144722588044,1.7225256233071955,1.7824914632430753,0.29468259191580726,0.8194524303084768,-0.313209781799208,-0.6685766377149096,2.0822279581582412,0.21860926872263511,1.1971831313128445,-0.3298484175191406,1
77-0249-05,-0.5377414351180336,0.31179257606041316,-0.65290218717785,-0.19453678417572998,-0.5300266385398221,-0.8770575165899991,0.17366343632089498,0.01973382012932725,0.2916664771577803,2.932293551040281,-0.3014799610421095,0.019169126487852337,1.1858323003966047,-1.0263440623406652,-0.07562385545728023,-0.8565148181369462,-0.05859556517808234,-0.12917824308137574,0.9424599928833063,-0.3014973685664422,0.7796537967425075,0.1010574158849299,-0.8423590667400783,-0.6790156297675245,-0.6631211916083933,-0.37414972350194947,0.8834987859620125,-0.19033402455508433,-0.2833068189393506,-0.19860513682067535,-0.12857463847880105,0.2889389410567403,0.23609372839051238,-0.21493903111473453,2.7877518209297154,1.1605011560993992,-0.13799119608720403,0.27982216646315905,1.5728293807952205,-1.2497671325844857,-0.8314487048618093,-0.5901335127507343,1.882115822394774,-0.3660117294209767,0.22737408194968295,-0.28483146594938186,1.5697027239598356,0.8891021647346831,0.7632708267743048,0.6853528314479767,0.6415020767802809,-0.957121769926286,2.0949142969985295,1.6944125374752297,-0.8415957741622583,-0.5958500615731646,-0.42225737606107394,-0.7845681019750126,-0.5764395564189047,-0.6136067959142364,0.8051249185933648,2.567580447433302,1.0324534070910218,1.9794389095363416,-1.4988365785245612,-0.18694194857375254,-0.9332565252573849,-0.07808755702533209,-0.04124617402847896,-0.6565960548793498,0.039098219148649554,0.16433478732368584,0.2504329961240872,-0.23075980516765607,-1.2336374208471927,-0.8906268880834171,-0.6892614266017995,-0.43580712009572875,-1.7233041583542186,-0.375379954872299,0.5406030312590528,0.05047238620333133,0.021249008409086764,0.12116508785875665,0.7227831308056709,-0.09960480958590187,-1.1813187643579404,-0.07787807321683873,0.3763932670147861,-0.11395980333565485,-0.15269804951784868,-0.6858917552793083,0.24841529476743815,-0.455200067676083,-0.3272716402631091,1.075461284191535,-0.9974532178991192,1.5258278209851759,0.32649513707332856,0.7610386723295124,-0.824747624360475,-1.2492356371423263,-0.5150983845351018,-0.7936884116949047,0.7829670620592294,-0.6606232528061678,-0.1007247602338939,0.2896286825299799,1
126-0029-02,0.39100060895744804,-1.5942307791529304,-0.5716811049564549,-0.9488229683238361,1.3036758636993038,0.04562726964919047,1.2157580689763143,-0.9946397769383583,0.40001131952949853,1.2681446369901956,-0.3014799610421095,-0.47946756252712736,0.9866091779591994,-0.9790051712721022,-0.49558587474725213,-0.3565509965910345,1.1817748153018497,0.26656259679352123,-0.3727772390635893,-0.3014973685664422,-1.207311074016981,-0.04146323231452964,0.2646883506294623,-1.0198959652888746,-0.7590525531021876,-0.29427527350942895,-0.8926016190340341,-0.009335058464528671,-1.00402976947751,-0.3648803730940397,-0.5257753235409031,-0.2977595803388884,1.2431117839034882,0.8575824400276857,-0.6935485459961148,0.7789952217980133,-0.05518680502471027,0.24645865436930622,0.8689780429512055,-1.2183413667076135,-0.48105383368572646,-0.45608771750670457,0.2504536129879714,-1.0877094792244204,-0.09887286406864025,-0.28483146594938186,-1.5133276881165352,0.2597984864594419,0.010825277943090563,0.10985218707708168,1.8014480064709413,-0.31068781380070865,-0.22719389634165582,-1.0402012056453878,0.805638138192721,-0.033140588490902526,-0.7261724640994557,0.6206228637036627,-0.6443502714463878,-0.7728306089566558,1.1997674620352523,1.3620032291839652,2.6401879710498486,1.8236685751537836,1.5914434936598094,0.09106722964132351,0.31108550841912647,0.5209402776895516,0.9978279489623831,-0.3310978463107275,1.63576037787022,2.525458522555486,0.3936062830181462,1.0908518169119612,-0.27912515894414286,-0.0327553272415165,0.23304777028471782,-0.7030588378258984,2.0087100890768106,0.31317068374257145,2.517050787333373,-0.291648545142492,0.48123887429826756,1.1951156275844812,0.9947653939560922,-0.2901734487936296,-0.06502061705416039,-0.26827152624624173,0.5730777735730562,-0.5819773801077929,-1.3439558037480308,-0.32060523110111555,2.2347351430438813,-1.0817734523062863,-0.5327492427622428,0.39916088728261623,0.5691623897272268,0.3135132700252413,0.4882772875800401,1.2097262496169108,-0.6460080171139617,0.033350964677172024,-0.14447806637395347,-0.23221118212614905,2.595721049707523,0.329459803644971,-1.727189385432866,1.4480073052556874,1
126-0044-01,0.2562689290528594,-1.2083796073448512,-0.9377229182673547,0.004537889961045217,1.3060942872808037,1.5128473395705249,-0.4137404528958149,0.11794256727372385,0.9863163268776983,-0.7564472499171697,-0.3014799610421095,-0.6272117666797141,1.1885789427096205,-0.8495867513346599,1.7785706408725332,-0.4332121158947408,-0.1753363068703112,-0.5892131129639588,-0.7729877384111923,-0.3014973685664422,-0.3315547642492837,-0.7766406658162344,1.2734591363777292,-0.45565550610159616,-0.31286744893702967,-0.11926945611008628,-0.29021188011895144,-0.04134097320005396,0.15622861560988566,-0.21468008413411238,-0.5154368566202037,-0.7201421928213074,1.3257298145142353,0.05602991281051785,-0.44419520803199675,0.05667731952072216,-0.11593582089766125,0.6804961201136284,0.5401164291675896,-0.07337619862760307,0.7840906480544174,0.9796634543013861,-0.802461694757423,-0.34809724626982746,0.6738575784958862,-0.28483146594938186,-0.31770517061648096,-0.2634487398137074,-0.8367407459290497,-1.1826307757891614,1.2221414218992745,-0.517773623113565,-0.08083700788021844,0.05162095758689116,0.0887407801457721,-0.6513197796207042,1.1450455744354544,3.3320902241293058,-1.58285886538843,-0.7706444696471489,1.5659041497637523,2.921563286134168,1.023983758099282,-0.13542415695536836,-1.6053979603240223,-0.47815433749381364,0.9332565252573795,0.5243632938879222,-0.5628106972273073,-0.5209718013090905,-0.42462484517253546,-0.00410433974225811,-0.36328460658809686,0.5503451162646658,-0.6160477811606517,-1.1424930936686724,-0.5673848541560814,-0.9804212062086465,-0.4766646033878474,-0.3278600567634005,0.9678600111880271,-0.9836658835465434,-0.03249352617344353,-0.6756658553949438,0.058679199923046314,-0.16748710263702063,-0.15356962483768558,-0.4667097730656195,-0.4063307896966987,-0.7966440618705052,0.03369153616976825,1.7508586968499726,-0.5471069706522199,-0.6345979209596784,-0.580462366007877,1.0423750002208858,-0.16460816167088363,2.048191837204741,-0.5268177817677793,-0.7152733377680329,-1.0031275945702742,-0.6835290156202026,-0.38099719585651537,-0.9594869414407503,0.5285603770994364,-0.7693536955305361,-1.1081536852735248,-0.42091473404542623,1
