Sample Id,63436,52716,35186,52467,45970,52235,52611,43400,62853,32445,15681,36098,63230,37196,43258,32980,1107,62101,31591,1118,54923,32492,15500,57516,40410,1868,35159,63688,46331,17805,39837,53263,18467,43493,46227,18369,587,48152,15443,61881,61887,62291,57,52974,31912,52234,39379,22138,40473,35322,57370,57463,18374,1496,32377,54979,15650,36845,36754,48841,32398,2342,57483,52990,37058,36850,32306,57517,Q9BQB4,Q7L7L0,Q9NZH7,P16035,P33681,P10809,Q9HC73,P27918,Q9UBG0,P28482,P98073,Q8NCW0,P01215 P01222,Q99538,P63098,P01023,P00747...664,P01854,P34130,P00747...767,O00541,O75355,O60486,P01275,P17174,Q14574,P15428,Q9UNP9,Q99829,O00548,O14786,P0CG48,Target
111-0006-01,-0.25461410199448287,-0.751881126036165,-0.7587578587401751,0.7953443397656277,-0.478709657625947,-0.020061805385537694,-0.40263474015628753,-0.28926107693196856,-0.5731440994528653,-0.10618714160865125,-1.2351529148020457,-0.9615143176287384,1.7145713948335406,0.9429114150022356,-0.9789902798606571,-0.1363525439005377,-0.6798398241057806,-0.5645899742120585,-0.7570108735170594,-0.7185608683341016,-0.9251056899214111,-0.014636850854025916,0.6219345713837302,-0.3014973685664422,-0.8666431380344721,0.10834933196031771,0.2454807083548656,-0.3358158457343994,-0.34338681689092576,-0.5279259344051542,0.5735733839474598,-0.09305027365845184,-0.46713123375981197,-0.8208905258866461,-0.29858142479968114,1.8966634134505969,-0.7674650396550462,-0.0758857040688297,-0.6691595902465569,-0.6589795230795222,-0.5949280346549647,-0.6563430837363768,0.3465993592101854,0.8516579825625975,-0.2760008124191123,-0.7157602689266992,-1.105061102444781,-0.49583147845025505,-0.4873530941339165,0.5088121576586588,0.3364523576305491,-0.2586620344950844,-0.8050165323926185,-0.5749277993386329,-0.8654210247070041,0.8947471041838284,0.8903008055180273,0.2830214160669494,3.055237838600694,-0.2142452394359226,-0.7816852897682702,0.17661678809929787,-0.1896358889089902,-0.10494418673972068,-0.8306589669234544,-0.7760365923133077,-0.7682825336659624,-0.8517811638292336,-0.45395364738419935,1.2214968931009906,-0.44437286306763524,0.5207556439233006,-0.26570371836491025,-0.632913719526123,-0.5638522308007511,1.046406647143614,0.3839771198405887,1.335149370928989,-0.3999044207928731,0.5072308874973762,-0.6289305591734765,0.11521245847927492,-0.9262837535417172,-0.5585250109066914,-0.8676199252762541,-0.6080549106443126,-0.13274209240761467,-0.23412585087772647,-0.3720313410502,1.285687162515314,-0.617674339904674,-0.7825103923448751,-1.2643559670302764,0.5593000268988891,-0.5288533907704539,-0.8609607373566563,-0.43272599586347305,0.23201639400987367,-0.47518128382429836,-0.4508438584473873,1
111-0007-01,-0.11279076197176827,-0.4587121184974795,-0.40773353755945696,-0.2820170457907379,-0.05129876331102715,-0.7632096263407958,0.1185195903825686,-0.7981695745750942,-0.5046841326863662,3.2676196909321598,-1.4978356842551759,-0.28219962956313976,-0.011010557497137266,1.5981747427141983,-0.5530408776790181,0.006297148587298484,-0.6798398241057806,0.12053593077815498,0.48501549221057083,-0.31976264980281177,0.23570268270199882,-0.4244000377170166,-0.786939530640459,-0.3014973685664422,-0.424570170625732,2.1706922577633567,0.11009236717630619,-0.3358158457343994,-0.34338681689092576,0.3084423781587151,-0.3314354690880465,-0.7173121139319755,-1.2534771554432642,-0.5884890594664259,0.5400975614349919,-0.3908870385412368,-1.5618166450420243,-0.4375233058945382,-0.6691595902465569,-0.6813115035284187,-0.5949280346549647,0.9882178983269009,-0.687303904156512,2.0344859972852314,-0.6073711799674951,-0.8669952071041402,-1.204725885343541,-0.74269991120913,-0.874176604742543,-0.5228635024905872,-0.3703460393321806,0.1181138986492244,-0.3922587331810305,-0.4316711231514282,1.015338623434817,-0.36480867383305593,0.9085213387596344,1.0019788742500089,0.049790045729334625,1.421796867014042,0.7844880037283207,-0.1374754081269501,-0.18922970762083174,1.0626533683406874,-0.6197988540987895,-0.7760365923133077,-0.6262147995721254,-0.7813764593385059,-0.4883491308079978,1.6503318580356992,-0.6008204279646305,-0.2603778219616468,0.7262190210592652,-0.4622853157898764,-0.40849767134652415,-0.5769265224975012,0.2880050556360444,2.274439095559024,0.38089042652180405,-0.44352818382557757,-0.6347138286831177,0.18959333715647456,-0.3841456947965354,-0.2290417470515735,-0.7793831418129012,-0.21287252570189516,-0.15214136750756607,-0.799184646029812,-0.5687824385206108,1.0228803498949166,-0.4677041837227729,0.17000455238386336,-0.7234279262201284,0.5435962340866335,-0.5296708817271765,-0.997482586698921,1.098343855140507,0.023970504644294757,-0.5156501482130804,-0.14971525493952773,1
111-0014-01,-0.22657546465665887,0.45026692074945013,0.5688106248897735,-0.11017031774248619,-0.5762955078323625,-0.21585813777486207,-0.5489021112273345,-0.6252663417956024,-0.6457175406173516,-0.7318277415979799,0.573007007445882,1.9162236536261568,2.0168388783024365,3.6050586891110514,0.5123559071389397,0.07954969337834929,-0.6798398241057806,0.5038743736985526,-0.7570108735170594,0.8441043298661591,-0.3628910452242257,-0.5837752671803107,-1.044758999682505,-0.3014973685664422,1.3593702996254662,-0.5579233467912367,1.4688767143891779,-0.3358158457343994,-0.34338681689092576,1.2496966379553969,0.8099110698846063,0.7611645515936865,-1.0944630963379232,-0.3809550985010837,0.5454684120857561,-0.08088638002808143,-0.6066780525056713,-0.8664559307137036,-0.2209913862082735,0.1011789178033073,0.11666644911727836,-0.32874456559196963,-0.687303904156512,-0.6587212614838062,-0.3318684245405024,-0.012728993163955074,-0.05437666039668711,-0.8993053212408769,-0.597320938991624,-0.7890960846939914,0.04413450209658008,-0.42472010915988895,0.0349944478146981,-0.4223496270981511,0.8681913893002791,0.14408177078128523,-0.8581871156796945,-0.8335413030809836,0.660131430588303,2.019547247415322,-0.22599495774880676,-0.6670039566500214,1.6227450188541461,-0.14183667994038293,-1.0946924995039045,0.03367479473280082,-1.4327299085859355,-0.06421918815918325,0.019386002983904516,0.5698141803668577,0.21742935707420727,-1.0415112878465873,-0.15681340048644102,0.46192805363800155,-0.5606379985361811,-0.19007429721554306,1.1901424591587608,-1.1565734491879793,0.09829711717198779,0.5175616845133663,-0.5686193200015044,1.2931129306460647,0.14106285303648677,-1.039942516773807,1.132948601611037,-0.35218142399094887,-1.209463121323654,0.06260893540325571,-0.5116309292553963,0.4746706315473355,-0.5509193313602913,0.04551365813312343,0.6402645854281174,-0.08325666847174162,-1.0554343513219238,-0.8162530273593572,-0.07209620353277815,-1.094954561204493,-0.5847844582105831,0.42990070369214195,1
111-0018-03,-0.013025377955789714,-0.44992221880055283,-0.44164450331320765,-0.7899701779245314,-1.3078111446509955,-0.874798037412284,-0.5919219262482305,-0.6127006998784882,-0.8510974409168488,-0.07481044052833903,1.0069170422634,0.906482727045027,0.16199052049559187,-0.16948363184203824,0.686084655940297,0.6817627195026756,0.5851152357815042,0.1644855611766714,0.2703619748080665,-0.9841292909538206,-0.5806672009925845,-0.5574186400856055,-1.0736551422638725,-0.3014973685664422,-0.5566052383252452,-0.5192174838571109,0.2782557140247881,-0.3358158457343994,-0.34338681689092576,0.20938342799439297,-0.6825657453375216,-0.8533474587298508,-1.3263997519066868,-0.39530876892908323,0.444248534436744,1.768752807392357,-0.1701041138881628,-0.49545554308020984,-0.5709684149972108,-0.6478452094230865,-0.5949280346549647,0.5210410641811174,-0.687303904156512,-0.13746493513655872,0.8517067539945777,-0.4568516023594834,-0.48073419319436017,-0.45509164624629245,-0.6128093678448223,-0.16727933501090003,-0.46196805375327527,1.869325982277702,-0.35479430115684607,-1.5782151377045013,-0.3803801418190817,-0.6281854427191723,0.09178593620459606,0.6310621855964756,1.394096356320372,0.2823052483842473,-0.054719852703602544,-0.6472315954449593,-1.3614689052462043,-0.2275867992716505,-0.22943261044338809,-0.6274920273944022,0.26695674518620705,1.6269442127377434,1.5268183675951845,0.25487802961283595,-0.356915244579686,0.5207556439233006,1.6356233164661633,0.27119769948949957,-0.48188930805421093,-1.2403600116492721,1.6657373551057237,-0.5560873826742623,-0.7097104191911904,-0.27069674185536313,-0.4587371993183223,-0.07541394643660493,-0.9278585917661044,-0.2030760798255051,-0.0012951421815168645,0.1254490844286633,-0.6414115058179193,0.1880898689635657,0.8881125927483813,1.5700722262106614,-0.18879627131131071,0.3072637434808331,0.35985193125279713,2.416125934910382,-0.6092010733740051,-0.18823042691723813,-0.5669802551865833,-0.4093076736431498,-0.593777539185868,-0.44518354635137486,1
111-0022-01,-0.3405231826749089,-0.2224189325271458,0.8584286026785641,-0.6587141781349176,-0.15380173000071154,-0.762693013326576,-0.8517616089744432,0.05051388050679971,-1.3955451594504233,0.0049296584240405925,-0.6586206401280741,0.19071700693688387,0.8420000910590129,-0.5795735772414029,0.20414436182568993,1.0919769703325615,-0.4366872029565709,-0.40881295091064895,-0.7570108735170594,0.6351251516637284,0.028142570854123774,2.6362632836555924,0.9388938141026684,-0.3014973685664422,0.0042992900130566945,0.09062145580728298,-0.1272966925824804,-0.3358158457343994,-0.34338681689092576,-0.27697659398887015,-0.9206348428932554,0.0340290075139405,0.17896626312265623,-0.2558861740074325,-0.5163074473344952,0.2814092223983879,0.5986919438724239,-0.5220809652210994,-0.6691595902465569,-0.6630499620691437,-0.5949280346549647,-0.7844267148905812,-0.687303904156512,0.6828631379394519,1.742648147298852,-0.4413435595117759,0.0768197845854276,0.33185988316144627,0.08657063702134514,-0.7366109765182285,0.7800192528437843,0.9032078552422159,-0.4874162270326406,0.922398829850918,1.0671126502599326,-1.026158541446143,-0.0803981029285911,0.6964219545222085,0.2296423584189097,0.9767364463258035,1.0939076249178399,-0.39338331226538503,0.8574994719635707,-0.12588316936712327,-0.11300115684020352,-0.6879279495415034,0.2681772583657072,0.512463403220098,0.15935819995589953,-0.3243095573910813,0.27401958080170385,-0.2603778219616468,-0.7489045039506145,1.5422888009127291,-0.26278580868600787,0.5682645275778299,0.6729596687231605,-0.28910656780762484,-0.7599492297422686,-0.046909341630602584,-0.6033189370593512,2.2649417881170075,0.866669564922739,-0.8178307957724339,0.6368172327739123,-0.5256067871671174,-1.0799168042351364,-0.21439614434308665,-0.3907695408092868,-0.9246585938226151,-0.38357458391341376,0.07360391119482906,1.1860690585335203,2.840364488101612,-0.7254015736509428,-0.4782387525862707,-0.4027330230359698,-1.274054935527904,-0.5479690329680105,-0.4259384852249328,1
111-0025-01,0.10467169272972743,0.9724903733315884,-1.282086546453465,-0.012676699401646702,-0.7797884822938022,-0.49327932641092304,-0.37055424952641924,-1.4284621731375429,0.33710902090170236,0.47628344551500645,0.48719193092208374,1.3083908595660676,1.404737997553762,-0.5795735772414029,-1.5969832085787363,0.7642682173199643,-0.4520596886257073,-1.1833031043778468,0.7423766136694012,-0.37189604820299177,-0.2932059976690569,0.7468225788039338,0.8246567322913553,-0.3014973685664422,-0.42016900170241483,1.9275248898642303,0.8936294186124032,-0.3358158457343994,-0.34338681689092576,-0.4859715555120292,0.2742123150937406,0.48425274652470185,0.6639097601457776,0.8025370269158129,-0.246525487723046,0.565497971765307,0.5923030569658269,-0.5029652775302044,-0.2520206141456968,-0.1997326400325689,-0.3699618294789663,-1.4470131914382922,-0.687303904156512,-0.4578777040709795,0.8201294080129226,-0.0016338080371398507,0.8800734194617861,-0.8495952507534726,0.8399278164409086,0.36085816703547646,0.5419959243741687,0.3046832758938109,0.27171629212535364,-0.9365037251946939,-1.4921592441689264,0.7813372336697747,-1.8944799437960986,-0.002382908242083288,0.31637822983794006,0.7937823780059613,-0.8581868314121422,0.14819401886702094,0.012642392593932529,-0.5965117312782696,1.6369544229846684,-0.20980182352290436,0.05531975986085197,-0.25540533894343365,2.817398485320184,0.3819765252920543,-0.07277691845141634,-0.2603778219616468,1.468885017214759,-0.9604516603665564,-0.28207120227342924,2.5992387103081107,1.5089829835716355,-0.21787243638786022,-0.6762178788238046,-0.19852076810851277,-0.4496492043746005,0.03392188068998651,-1.394404415740716,-0.7388811319093865,1.9066247620692542,-0.5312928646483034,0.3161775536948396,-1.4838054627818138,-0.6296815877376426,1.9328311263574827,-0.5271435748924288,-0.6369518082978559,1.0811011837984328,0.04308211580730563,-1.004866696427538,0.1253074418530908,-0.44272365347264087,-0.4165440524036923,-0.5105915401644826,0.09254610276980302,1
111-0026-01,-0.5821119067136021,1.9445498692270535,1.5888891352661159,-0.5847404210280546,0.621967955167342,-0.8500006127297313,-0.6338355174543036,2.1504839576949273,-0.4300539543228866,-0.3943659117031738,1.5592760559447523,-0.12314058065021924,-0.6575271193611655,1.762936817217277,1.9827709195841574,-0.6537468339510152,0.31703245309060796,1.3037576469515602,0.9541617099039432,1.9295484196340038,-0.04145941943339884,-0.647607723425299,0.9197295330124348,-0.3014973685664422,1.6449572608718204,-1.1532845209306526,0.0013528623835715983,-0.3358158457343994,-0.34338681689092576,-0.3383542964436271,-0.21196806740553287,-0.9859940226964622,-0.97215725170514,-0.29327885684215715,1.4638838733663857,0.7068356580175051,1.5176268439380571,-0.21193868533821028,-0.6691595902465569,-0.5888951163516023,-0.4995819551853337,-1.0594781023050588,-0.687303904156512,-0.4432289884803365,-0.23061636778960776,-0.32219640104768094,-0.7323692219772096,-1.0331113756355434,0.041344424770006216,-0.458436649305212,-0.9990960536399037,0.15514156987609812,0.22725657635459381,-0.07745427312690188,-0.28882186280203603,0.8872695303037809,1.9664510501004473,1.3249650656913374,0.11977692128813809,-0.5364689840142073,-0.07881482644970396,0.6056358338299699,-0.3033666495933646,0.713670324550641,-0.5519569047552016,-0.3761089175316389,-1.3531524492825149,-0.21769251783746532,0.4052987355327422,-0.24402868202696681,-0.7091201335130565,1.301889109808241,0.1604997914562836,0.11152533507746806,0.7068409244593397,1.1964474634912907,-1.3488518171859054,1.2297699533741302,-1.3984007804955572,-0.431382517063535,0.0873686786635072,1.7052561600377574,-0.5813941824009919,2.139448168839847,-1.127918436493145,-0.8440271261135257,-1.351302452738667,-1.1590544932216416,0.04208287362561618,-1.2434467181940643,-0.2537223755120117,-1.0110629058923875,1.5499861664655439,-0.13591750752637297,-0.7909176346111056,-2.1506984764845343,-0.8433440762400068,0.06105694579207207,-0.1657630915184024,-0.46669273231622205,1
111-0035-01,0.03327097671829181,0.38201593486742874,-0.29775202700675146,-0.636711727303133,-0.3115276971948017,-0.8221035099618591,-0.5776639304127336,-0.06483871229230889,-0.38715629274387875,0.4617852457054828,1.2454265507239106,0.18550971664509133,1.3469787043145895,0.004007047639403294,0.22350569828849193,-0.4571215821434571,-0.660256614101185,-0.14072020547969605,-0.7570108735170594,-0.607164717906367,1.1126213145106683,-1.6129191907688665,-1.0296371841347427,-0.3014973685664422,0.8586150799058323,0.31753827056612727,-0.7772832536252471,-0.3358158457343994,-0.34338681689092576,0.002719265298629029,-0.38043441789406296,-0.7703223283638878,-1.0719114130072485,0.27739382348633,3.419286652602203,-1.132909891365279,-1.9142702393893298,-0.5503643806821176,-0.6691595902465569,-0.6566354570465884,-0.5949280346549647,-0.07380887666004343,-0.687303904156512,1.9509808825223276,-0.6849721881086481,-0.7780446036158662,-1.1142114671277938,0.4282899447084408,-0.713561597534877,-0.16617301530973702,-1.1561623640760659,-0.5048572913320603,0.50760879867224,-0.21482368864887855,-1.3542768358873036,1.9129434141836255,0.681220186570586,0.8200608507400524,0.35745314825706687,1.7493613366405851,-0.2305127653262007,-0.46917736355145667,0.4805632365525015,0.9769032490094175,0.6549880453911957,-0.7760365923133077,-0.9818723400785181,-0.5580563071385191,-0.8430669019477366,-0.45388299335127413,0.00650215954444722,-0.2603778219616468,-0.5243182233262731,1.0891851224260793,0.04792331022244613,-0.8598348087434202,-0.1961206904624349,-0.4253933564330419,-1.358628388809287,-0.4929484830642333,-0.3876856024855881,0.6200269465507571,-0.9416384262294896,-0.4409777335994876,-0.9957637994423508,-0.798538506264039,-1.100663818447295,0.43668417130002746,-0.019753185579370183,-0.9828791580437097,-0.6734559223869664,-0.6260987559785607,-0.4650837977605603,0.06610647368993573,-1.2637777608636898,-0.9356524392335421,-0.41058832544317303,-0.6218762997340674,-0.2950386305381228,-0.09877244607541613,1
111-0044-01,4.4601153694273,-0.8506382343957575,1.8395553280674901,0.6819179122017708,-0.0009928792898910594,0.5634525941757857,-0.8470908862007459,-1.1434734144573926,1.059905236548002,-0.6412680905489409,-0.7589396732474446,-0.6959425127473443,-0.8344956887425278,-0.49221028316593074,-0.8450307627126233,-2.1288217622171297,1.984746637509266,-0.42736946152335564,0.8422932843534177,0.4181254506305017,-0.8734440694454694,-0.9297059977983126,-1.2302632517981236,-0.3014973685664422,-0.5394895814012339,0.8298738913888305,-1.1316821467102995,-0.3358158457343994,-0.34338681689092576,0.07575096189036555,1.8525671465977913,1.6219148827346905,0.7630054781389614,-0.08702484101052206,-0.38203618106539733,-0.7644896558678815,1.2365158200477595,-0.06710809237403083,-0.6438871006501556,-0.5323524424490769,-0.5365937132566483,-0.023314368224251418,0.5842782703289665,-0.6587212614838062,-0.7155267860423145,-0.5977478453051195,-0.6923054630948297,0.5757382364925077,-0.32263365328015287,2.8650128106179475,0.8939408051663096,-0.7836679043060732,2.0102967102948237,0.9523257382324916,-0.8081971003213506,-0.49815874136056915,1.0481361747234492,-1.2311465640458576,-0.7112923018716726,-1.0554779053706453,-0.18714181258321808,1.0274462062046292,2.9215096877408846,0.2679691229102128,-0.45230258186806643,-0.32915735435821886,-0.7641327888556616,0.7159229573228588,-0.722554418997608,0.2183726604684603,-0.7310175161208989,1.301889109808241,-0.39160814841188923,1.512469319969432,-0.2981423635962803,0.3540496271296421,-0.4232545757465232,-0.5507889762050237,0.018752333799447286,-0.3155100640463476,-0.49922008588581046,-1.1756819168146246,1.9493708441887154,1.845404531874363,-1.1592023869937884,1.4929507186538629,0.5310398406439857,-0.627930793309138,0.48149365797619936,-0.8035353920339737,-0.44850068811411486,-0.36945598936934304,-0.7415810683411507,-0.19058559829384825,0.604072290824092,-0.7696989347042097,-0.13565274119105908,0.33423024400252727,-0.5288587358955301,-0.40895754893689557,0
111-049-01,-0.1712589282033549,-0.019217133651125647,-2.2306770749705493,0.44254642125597293,-1.7174447716802503,0.2604590613358418,2.982533046959429,0.020356339905725572,-0.3530732191605571,-0.8216300240002528,2.4387798683928863,-0.5927434869645564,-1.0902604824469786,-0.5795735772414029,1.6562445965358246,1.837610768363577,-0.43367954271695724,0.8701212936861933,-0.7570108735170594,-2.28969217396687,-0.16870315346739026,-0.5413575704497696,0.04775474340681582,3.349824474916526,-0.3145409475428041,-1.0469172640124442,1.6410220712723236,0.9471171729941188,1.105102526062949,-1.8393887412865402,-0.7890475598806316,-1.1121050807742079,0.3740300933916308,4.061551611290946,0.2207385188934147,0.36150057794130047,0.3559142414217128,1.5939086273383858,0.6664853607335292,0.8854590652277464,0.6247752359540584,0.8400185686901451,-0.5837438071690432,-0.6587212614838062,-0.5146846381185068,1.043267859445597,0.6833405787770129,-0.11048499219075433,-0.6802614755005008,1.6553498338404173,0.06497972230878718,-0.11532141995498028,1.5611922821319577,0.7619709767234654,0.7575584688213485,-1.5707751723762666,-1.8944799437960986,-0.926134309059105,-0.8885525080590699,-1.4642487840643041,0.37075722536297134,-0.3139849243013072,-0.39780379909021113,0.22808534647706477,1.4056500470470032,0.410911921683255,-0.6491604473467316,-0.4806222898380991,-0.586579498465913,-0.1491559712562726,-0.4492536049742026,-1.0415112878465873,-1.1070515650977655,-1.1473712182283742,1.0068359358192263,-0.8182572331290039,-0.877522346314699,0.5954329566402771,-0.4208372585224891,-0.1713907921611151,-0.13487410677841744,0.3700584198486952,-0.7817923464542212,0.7573027201440976,0.10759707013802988,-0.4659029736146661,0.5019205077044796,0.6963271092958864,0.5189700574943727,-0.7074511042285309,-0.40552143603759444,-0.6388670528247905,-1.3460095121785607,-0.5744429699678508,2.2415066771386094,2.1910308908246687,-0.21920459406767545,-0.2718164771928548,-0.4490451422398767,-0.4870698558618667,2
