Sample Id,P17676,P40763,P01106,P84022,"P29460, Q9NPF7",P05113,P04792,P36222,P06733,Q9BQB4,Q7Z3B1,P41182,Q12841,Q8N6Q3,Q9UK55,O43155,Q9NZU0,P19367,O43921,P01567,P52799,P27930,Q9HBX9,Q8WWG1,Q7L7L0,Q9NZH7,P01137,P08311,Q9H2A7,P78556,P02743,Q9Y264,Q15768,O00451,O00585,P09429,P01189...146,P13500,P14780,O15123,Q15303,P09758,P07900 P08238,P36941,P68402,Q05513,Q16288,P07585,P07384 P04632,P06732,P10809,P24592,O60542,O14836,O15444,P19235,Q9BZM4,P08476,P43026,P02745  P02746  P02747,O76093,P22362,Q96PD4,Q9GZX6,P80075,P09237,P02671 P02675 P02679...260,P50895,P78423,Q9Y5K2,P12956,P80188,P35590,Q92794,P20226,Q16619,P12004,P02649...318,P99999,P41271,O15496,Q9Y240...333,P18075,P56470,Q13449,P18031,Q9Y336,P08697,P20810,P55773...369,P14136,Q9UHD0,P01584,P02144,P09486,P07477,P04275,P49771,P26718,P02748,O60383,P01871,P35225,P18428,P49763,Q9BZM6,Q9HAV5,P01589,P35475,P50579,P15848,Q9UHI8,P53634,P22749,P14735,P22304,Q8NCW0,P53582,Q76M96,Q15582,P00736,Q6YHK3,P09326,O76096,O75015,O43464,Q13007,Q14114,Q9HB63,Q6ZVN8,P10646,P00519,Q9UQM7,Q13554,P24941 P20248,Q9UJ71,O60911,Q9UBT3,P41743,Q9P286,Q9NRR2,P51813,P21815,Q8IU85,P68400,P29320,Q13261,P10145,P06213,P06239,Q15063,P07996,O43927,O60258,O00626,Q16663,P24158,P48061,P20711,Q14012,Q9UHL4,P15586,Q8N6P7,P55289,Q9BY79,P02768,P00747...664,P12277 P06732,Q13443,Q9BY76,P19022,P01036,P22607,P09769,Q99665,O60603,P62937,P25685,P40925,Q06830,P60900,P07202,Q16543,P63167,P07195,P08620,P17213,O00175,P10767,Q99075,Q8TAD2,Q9NYY1,P34130,Q13219,P03952,P01011...770,P16109,P61812,P00734...774,P08603,P23528,Q9HAP6,P32004,Q99471,P25787,Q14498,P54920,P60174,Q9BXJ7,P09228,Q9BWV1,P0DJI8,Q8IZJ0,P26927,P03973,P35247,O75355,Q9BZZ2,Q9NRA0,P07951,P43403,P05155,P20809,P01042,P13591,Q9GZN4,P45973,Q86Y22,P21217,Q96CA5,Q6UXX9,O94991,P05231,P01374,Q6UX06,P08185,P30085,Q70626,P31947,P80098,P01189...947,Q14019,P12259,P02671 P02675 P02679...954,P17174,O15467,"P01215,P01233","P69905, P68871","P06756, P18084",P45452,P13726,P04083,P07355,P56211,P40121,Q13489,P46108,Q14574,P19957,P30040,P24071,P22455,P78333,P15428,P50281,Q16539,P43490,P09936,P00558,Q15181,P23396,Q08945,P98066,Q08708,Q5JZY3,Q8NHL6,Q99706,Q9NZS2,Q9BZR6,Q9H3T3,Q9UMF0,Q96DU3,P37173,Q8TDQ0,O95185,O76083,P68400 P67870,Q9UNP9,P45984,Q14432,Q08499,O43318 Q15750,P29353,Q9H1K4,P51671,P16870,Q92956,P11309,P55291,P78324,P05413,P07306,Q5KU26,P54826,P62993,P08238,Q8NAC3,Q04609,P02753,P13598,Q9NQ25,P12931,O14763,O14786,P02771,P01138,P10636,P63104,P24534,Q15056,P40225,P0CG47,Q96HD1,Q12907,Q9NZR2,Q00872,P16860...1267,P01241,Q01973,P10645,Q12805,P50461,O60469,P17181,P08962,O00182,P01189...1312,P36955,Q9UBX1,Target
111-0006-01,9513.2,695.0,6014.8,2733.2,2572.9,1092.4,3673.7,5381.7,27639.6,6959.2,3152.6,19596.1,20478.5,6391.0,18968.8,4892.9,6869.2,4462.8,6737.0,12124.1,1509.5,4822.0,8485.6,1995.7,5942.8,516.7,5539.7,6295.0,114.3,14530.0,19118.2,29655.3,2905.7,8351.9,1870.0,5942.1,32828.5,14732.4,13971.2,503.6,130.2,4311.5,35036.0,5888.2,16097.8,5893.0,3254.5,5164.5,482.5,21332.6,3556.9,3093.0,964.7,1024.3,30783.7,676.8,7075.8,3929.4,29091.7,33060.4,7363.2,209.1,299.6,35561.3,12446.6,5622.7,5553.9,8111.9,18363.3,7015.0,62395.1,14312.2,1172.8,3167.1,807.2,8521.2,241.4,242.2,4808.1,280.6,5529.3,8748.8,14003.4,2359.8,16209.7,179.1,21034.0,1461.3,35622.2,962.0,4098.2,756.8,14119.2,18323.6,4794.7,7796.9,763.9,12506.0,5723.7,868.6,3892.0,481.3,6823.2,2251.0,2248.8,708.9,447.9,5870.4,7425.3,14196.4,5992.1,2683.7,5181.3,2724.5,6958.9,3150.3,3051.9,1298.4,2627.0,7261.7,307.6,2641.2,5361.6,5390.1,196.5,24208.7,2703.6,4365.4,3455.1,8225.4,19630.2,1992.0,1571.1,7530.3,598.5,1842.8,7494.9,12693.8,21156.9,44647.3,12467.4,12331.7,2029.2,4723.7,6611.5,1772.2,10923.8,6980.5,27122.5,3525.8,6050.5,1659.6,5246.0,9146.3,1899.1,3225.9,3100.8,11440.4,2679.0,7480.9,7698.5,3076.6,1975.5,3675.7,7911.2,11921.7,1155.5,1434.8,660.3,642.9,1258.1,3900.4,288.6,3904.6,1794.5,4890.0,2515.9,7897.1,374.8,4006.1,277.9,515.4,144.0,7592.0,121.0,3630.2,63517.3,17010.4,4429.8,1308.4,436.9,12613.4,6508.7,14641.3,7103.2,6207.8,24721.0,1773.5,2511.7,4989.5,13776.3,10927.1,8234.1,8757.5,1133.4,714.3,2060.0,11416.5,7160.8,2053.1,8557.5,958.9,2299.4,17502.5,9391.8,4246.6,3321.8,7765.4,3175.4,615.7,5018.3,718.2,19070.6,858.0,4975.3,13015.8,12046.3,12235.7,7407.7,2159.8,675.6,725.7,424.1,958.8,1864.8,2375.0,751.5,1189.9,4322.7,445.0,1057.1,47724.4,5460.0,3267.6,5685.5,15628.8,470.3,1751.2,51887.6,1796.5,627.8,1967.8,2028.6,86994.2,2645.2,6529.7,3559.2,2997.0,3715.9,4730.2,497.3,26637.2,15114.6,2345.9,279.0,34916.2,4751.7,4079.1,8658.7,2302.0,1382.5,485.1,555.8,183.0,13956.1,5690.4,154.9,4243.7,495.9,14111.5,5597.6,4071.6,5519.1,233.6,8538.4,589.1,134.3,17428.3,2749.7,418.8,5124.4,2696.6,6375.9,17625.3,5151.0,11061.2,2245.4,7762.4,3570.0,4505.1,3918.0,2962.9,996.7,25673.6,664.6,549.5,47526.7,20607.9,13380.5,35061.4,9891.7,2303.6,3842.3,254.4,2072.3,9765.5,40038.4,2654.4,8500.0,5047.8,1187.6,5002.2,9246.4,27857.1,515.4,4969.8,20821.8,462.2,2535.4,1468.9,2600.0,26034.2,726.6,2870.6,13252.5,3884.7,204.3,2116.8,6449.3,1
111-0007-01,6430.3,541.4,7568.1,3413.3,2703.7,1165.7,3363.8,8512.0,23204.8,6704.5,689.7,20260.3,19874.8,9345.6,14831.3,5061.0,5099.5,8295.9,4654.6,11129.6,1908.1,3516.7,9073.3,2003.1,6774.5,398.1,4734.0,5532.9,125.8,15075.0,19518.3,32842.4,2810.5,13281.3,2021.8,5966.1,32505.8,25056.3,10331.6,442.9,131.2,3771.3,19244.8,5059.7,15537.0,7501.3,3213.9,6516.4,663.1,19944.0,3736.0,3667.8,1897.5,1347.9,37579.5,565.1,6793.8,4412.3,28710.3,31767.5,4237.3,392.1,387.1,50931.0,15292.7,9219.1,3260.0,8355.6,15380.4,4716.7,62311.5,12383.0,1191.4,3588.0,197.9,14139.2,314.8,225.7,5657.4,273.9,6670.1,9825.3,6953.5,3647.7,26513.2,8145.5,18301.6,1098.0,28249.1,776.2,2574.7,766.7,24256.9,21601.1,3884.7,29902.1,623.6,12822.5,5822.1,799.5,3301.4,528.4,5983.0,1802.0,2778.6,195.0,591.4,6266.3,8294.5,22083.8,3289.0,2904.4,7810.6,4337.1,5773.3,2448.9,1008.8,991.6,2161.8,7416.0,272.5,2612.4,4913.3,4631.7,189.7,22607.0,2342.2,3397.6,1221.1,7994.6,18286.3,1816.5,2326.3,8929.2,527.8,1891.1,7807.4,13749.1,26964.4,59479.0,12640.0,12898.2,3106.8,7028.1,6075.6,3372.0,7645.2,4567.9,24478.7,4937.1,5309.2,1305.5,5019.0,7375.1,2329.7,6381.9,3721.4,12430.3,1776.8,7157.0,9165.9,1684.4,2360.3,4947.1,6011.6,8604.6,1199.5,5627.5,1088.8,622.3,1111.4,2256.0,313.7,5665.7,2380.0,5818.9,3677.1,9347.9,412.7,744.1,225.2,573.3,170.8,7466.8,140.4,3322.9,69824.5,18786.0,20249.7,4250.7,342.3,12645.0,6461.2,37816.3,10570.1,9038.8,30893.3,671.9,1724.7,4521.5,19329.3,12680.4,8373.6,11731.0,1139.1,1993.9,2530.5,10167.6,6524.7,1699.7,10689.6,2125.3,2634.8,15890.4,15795.7,2941.4,3192.7,5964.5,3118.8,596.3,8202.6,1472.1,23737.6,1216.5,9173.4,3903.2,11298.4,22100.9,2511.7,4049.6,994.4,41854.8,315.0,1190.5,3520.9,2798.6,779.4,663.5,3660.2,85.0,662.4,55894.7,6301.3,3230.0,7205.2,194.5,2020.7,5053.5,45712.2,2979.4,600.7,1956.9,1474.5,69171.0,1869.0,8151.1,2864.2,2983.7,3833.1,5413.7,63191.1,27969.3,14099.3,2345.2,290.4,27479.2,5170.8,4226.9,9017.6,1871.7,1060.5,504.6,563.1,224.9,13286.1,4485.5,158.6,3886.3,70990.3,13352.1,13116.9,4830.1,5057.7,218.5,6666.5,676.5,1903.7,16563.2,3599.0,361.5,5570.6,3114.9,9176.3,20108.4,7293.8,11149.6,2280.8,7797.2,3705.3,4966.3,5499.0,4334.4,661.6,31748.8,665.9,503.0,48217.7,36431.2,10626.4,29770.6,12765.6,2083.8,4023.7,240.0,609.4,9608.5,46857.9,2788.0,9545.2,5964.6,1351.3,4243.7,11495.4,29030.0,804.5,1197.7,22647.5,372.2,3169.1,1170.5,3176.4,27908.4,646.9,1170.3,7461.3,4359.6,230.7,1707.0,1868.0,1
111-0014-01,13114.9,1544.3,5102.4,2891.4,1895.3,2008.7,5985.8,9212.0,23444.3,10464.3,835.6,16605.1,19631.8,5583.8,14723.7,3689.3,5889.9,4635.8,5173.6,9228.5,703.7,2332.8,7721.3,1158.1,4678.9,1018.4,5433.6,5240.0,101.0,23928.4,14394.7,32380.3,2869.5,5331.1,1983.5,7449.6,41756.3,14514.9,17560.8,411.8,139.4,3557.3,16397.5,4143.4,12349.9,6757.5,2750.3,5914.9,834.1,22253.3,4706.1,3274.9,915.6,1651.5,39962.6,482.7,4238.1,4455.2,26742.5,38608.9,4114.8,1659.5,307.5,30235.0,6054.2,7331.4,6695.2,7726.3,10686.1,4574.9,50165.8,10756.6,964.6,2321.8,193.8,7556.7,289.0,530.6,4730.1,263.0,5040.8,7249.8,8111.6,2619.7,17445.8,15314.9,16417.5,559.2,18518.1,1443.5,4562.1,872.2,17302.2,21724.4,5613.5,15181.3,562.2,18741.8,8026.7,1031.6,1766.2,471.9,4549.6,2277.1,1815.9,149.6,725.2,5017.5,7755.0,21042.7,4506.4,2909.4,7750.8,5851.2,6122.5,2467.2,3074.1,1873.8,2694.4,8568.3,318.4,3069.1,2636.7,2421.5,158.3,24867.9,2100.6,6219.8,521.9,9149.5,10679.8,2371.4,1803.2,4676.5,713.6,1658.7,6668.5,12151.7,28329.5,37503.3,12687.2,9600.5,2853.7,5838.6,1344.5,1499.8,6781.0,5303.4,21610.7,4692.2,1899.5,1557.5,5124.1,2658.1,1876.2,3356.6,3077.3,10649.0,1745.1,8957.1,10689.2,1707.9,2638.0,4860.8,4836.4,10900.8,2153.1,566.9,690.6,777.7,13665.9,3872.6,345.9,6674.1,2606.4,5293.4,4267.3,10360.2,551.8,2315.8,242.8,485.8,152.9,6926.3,159.0,3406.6,89855.3,26845.2,4380.7,4512.6,200.3,12958.6,3872.3,15277.4,10044.6,7422.4,26007.5,647.6,2296.2,4062.9,17016.2,13303.0,10150.3,10171.4,1264.7,1638.6,2318.9,9800.2,12028.0,1422.0,8855.7,13955.6,2770.5,14478.5,6923.0,1900.6,2923.4,6817.6,2683.2,534.9,12406.5,1132.7,15855.1,1475.6,5930.2,8186.0,7039.0,16122.6,1753.4,2767.5,2250.8,467.2,247.9,738.1,2628.5,2462.9,417.2,1118.0,3823.7,125.0,542.7,58990.7,5992.2,2957.1,11036.4,185.5,285.3,10973.5,44219.7,2937.7,653.4,1794.7,1393.7,11737.5,1865.1,6365.7,2125.8,2452.8,3237.6,7110.5,596.3,28256.7,17527.9,1895.0,259.2,22311.7,5380.1,3186.5,6393.8,2583.6,1658.5,482.0,807.1,270.6,9467.5,4987.2,326.3,6604.9,369.9,12306.6,9986.5,4097.1,4318.1,2887.5,8260.9,1183.4,317.6,17711.6,3500.0,443.2,5593.2,2844.8,9475.5,15364.9,4990.9,12222.7,3286.1,6883.9,2855.9,6923.3,2061.9,3897.2,1167.7,29765.9,821.2,429.1,29456.2,30253.5,13126.9,39042.5,12000.0,2391.4,3515.1,215.4,599.7,14198.8,47777.7,2429.0,9912.2,5063.4,1227.8,4161.2,10482.6,39336.8,1175.5,1840.7,24068.2,4448.0,2859.8,1594.1,3916.3,22725.9,870.8,1160.6,8647.7,4327.7,373.4,1887.1,2151.1,1
111-0018-03,7040.0,644.2,6107.4,2791.8,2796.1,1247.7,5194.7,8399.1,26052.8,21626.9,839.1,22489.8,31571.4,6177.9,17694.0,3888.3,7911.4,5598.0,4755.0,13237.4,1010.3,3599.0,12396.6,1257.6,4068.1,583.0,6956.9,5265.6,92.6,17762.2,13592.3,43276.8,3128.8,8114.2,2031.6,7136.5,36260.2,22841.1,9930.1,414.9,113.0,4329.6,32609.7,4378.1,14154.0,8776.2,3795.2,7006.0,787.8,22810.1,4505.9,6151.8,1344.8,1962.6,33172.6,836.0,4262.0,4287.7,26907.7,64105.4,2390.6,2166.9,532.8,52441.2,10664.8,6766.3,3056.9,9955.7,8773.9,5800.1,55427.1,11020.4,933.2,3012.8,211.8,6484.4,268.3,215.6,5385.6,247.3,5184.7,9118.5,5540.7,4330.7,19817.9,12246.6,21171.3,1442.7,28495.8,1059.9,3980.2,1245.8,28618.9,33853.5,3819.2,43708.9,554.1,14249.6,5284.8,987.6,3819.7,604.4,5441.3,1412.3,1601.8,182.1,3522.8,7081.8,8447.6,19680.2,2071.3,3897.4,5730.8,7065.8,5187.4,2934.6,1380.2,1290.7,2140.3,11545.1,287.7,3412.6,6491.7,3485.2,107.2,33555.5,2300.3,5829.2,815.6,11056.9,25988.9,3277.7,1551.8,9219.7,613.0,2183.2,7945.8,16114.0,24892.8,70858.6,12300.4,20955.9,2697.9,4145.9,9754.0,3804.8,9211.1,5469.9,25570.5,4078.2,5438.2,2433.3,8235.5,4501.5,1924.5,4725.0,4153.8,11785.0,1531.2,9046.8,10707.7,1532.2,1909.3,5759.5,5442.3,9927.6,1587.5,695.4,1156.0,772.3,768.6,3055.7,307.9,5024.6,1581.2,5064.2,2665.1,12538.7,1020.8,577.3,267.7,567.2,170.6,6163.8,174.7,5789.2,95145.7,22741.6,22186.1,29.0,220.4,5920.0,5263.2,27434.5,11818.8,7179.9,30980.0,527.3,1787.1,5161.1,11617.0,13303.5,8115.8,12269.7,851.9,1659.7,1906.9,12200.1,7184.1,1869.2,8745.5,2633.6,4555.1,15075.9,13086.4,3172.8,3461.5,5441.3,3133.8,575.0,9432.1,965.4,15206.7,1448.8,6852.6,8695.6,9422.3,14837.3,2089.4,3108.7,1719.2,366.2,216.1,831.1,2728.9,2341.3,598.4,1325.6,3389.3,616.8,587.5,57878.3,7784.0,2982.4,10248.6,1176.4,250.0,4386.3,51859.1,1887.5,3443.4,2293.0,3080.5,71802.3,1288.5,6911.1,2477.8,4569.6,3936.3,7506.4,1794.0,32916.5,21604.7,2277.1,348.7,30806.5,4390.4,4296.8,8080.1,1989.7,1385.3,884.6,617.5,1575.0,14458.5,4964.9,147.2,3698.7,335.7,16046.9,10130.0,5185.1,5167.4,469.1,5335.5,879.2,384.8,21691.2,3872.3,363.3,5322.6,2634.8,7738.1,15581.9,5737.6,10930.2,2419.6,8053.1,3107.3,6041.9,2999.8,2919.0,723.7,28480.1,768.7,510.2,56835.4,31293.9,13368.5,55573.3,11365.1,2217.1,4504.9,212.2,628.3,13503.8,45268.9,2865.7,9272.5,4442.3,974.6,4777.0,7992.3,33246.7,1439.8,1665.5,23629.0,331.4,2499.4,1696.4,714.3,49027.7,2324.0,1220.1,7842.5,3969.9,211.4,1143.3,6451.5,1
111-0022-01,11188.8,692.1,5590.0,3486.4,1722.0,1776.5,6999.0,9183.0,21861.4,11500.8,1109.6,17415.7,18713.7,4167.0,15204.5,3956.6,7133.1,6846.0,5867.1,9171.1,1386.3,2099.3,6552.0,867.6,2944.8,1061.3,5463.4,6173.9,96.3,21073.9,13162.0,31912.6,3222.0,6302.0,1696.8,7552.9,41230.9,12898.1,14085.6,373.9,134.8,4252.1,14324.2,4934.8,10693.7,6722.8,4243.0,6547.4,878.2,25541.5,5840.1,3789.5,715.7,1680.9,38213.0,965.7,3165.1,4572.5,23972.3,51968.8,2312.0,582.7,2990.0,30237.9,9383.2,5361.1,5299.0,6345.6,7340.9,4900.1,57180.9,10029.7,896.5,2080.3,209.6,6638.6,240.0,291.7,5202.7,4543.9,5690.0,6318.8,10622.0,1560.9,13307.1,14098.8,17163.1,451.2,35975.1,1173.4,3492.1,675.9,12497.3,19044.1,4370.1,11128.5,563.6,19103.5,7078.9,584.3,2614.8,516.8,3521.4,3267.9,1993.7,150.4,509.9,4592.4,6451.1,15392.6,3820.8,2295.7,4376.5,4673.1,5176.1,3440.4,1861.1,538.0,3566.5,9940.8,299.1,2739.1,2817.9,3094.0,3422.9,23541.0,2297.7,5480.5,1078.7,13580.8,15693.9,2713.1,1436.5,7732.2,663.1,1410.2,4333.9,11470.9,27361.3,44875.6,12463.0,13036.8,2570.8,4291.9,5119.7,1202.8,6795.6,5496.2,21526.2,4411.9,2120.7,1575.2,5353.2,2172.1,1767.6,2350.9,2872.8,10414.6,2471.1,11215.9,11072.4,3417.8,2079.0,4549.5,4702.1,10250.2,1905.7,822.7,735.1,912.9,3708.5,3557.8,301.5,4985.8,1591.5,5139.4,2983.5,10151.1,530.6,550.7,514.3,504.3,157.5,7579.7,360.3,4830.9,67700.3,23807.6,3522.3,667.1,204.4,6135.3,4189.5,13773.0,7611.7,4666.0,22716.3,1084.9,1434.9,4572.7,11947.3,12849.7,7517.4,11028.5,1048.4,1386.1,2739.4,9210.3,14031.6,1187.1,6094.2,19589.9,2414.2,13551.5,7423.4,2994.8,2236.0,8173.9,3591.4,544.4,8176.6,1650.2,16589.2,1571.5,5525.0,8874.8,7428.4,10102.0,3841.0,2143.4,659.6,549.2,267.1,678.8,1975.4,2018.8,447.0,692.0,4080.3,295.3,1082.3,58480.1,5128.9,2254.4,12569.8,320.7,199.8,7842.3,42233.5,2751.3,615.3,1853.3,1144.0,103978.0,1340.2,6290.9,2931.0,4928.9,4033.3,5749.6,395.7,24681.5,17190.4,2177.6,222.6,22648.4,3691.3,3775.8,4989.1,1836.6,2160.3,410.8,435.4,436.5,10690.0,5101.7,180.5,3227.8,375.3,12602.2,10965.9,2947.0,4090.1,246.8,9443.3,1039.1,201.4,19853.5,3541.9,444.8,4614.4,2693.4,7819.1,25990.7,5275.5,10880.5,2851.7,6383.5,3300.0,11859.3,2973.8,5338.4,1359.0,27054.0,882.8,434.0,49802.3,29647.2,13062.7,52767.9,11916.9,2584.9,3669.9,228.5,596.1,15583.4,49606.0,1688.9,10227.4,5203.4,1348.4,4881.8,8576.9,34721.5,451.8,1257.0,27668.4,410.0,2533.7,1607.2,2439.4,19834.0,946.8,1974.7,11540.5,3606.9,191.6,1940.4,1476.2,1
111-0025-01,10618.7,712.9,4723.4,2521.3,2677.4,1170.2,3036.5,8108.8,18637.2,31183.7,1433.8,21910.9,22401.0,5474.9,23267.7,5415.0,11483.8,5741.9,8698.0,13185.8,1100.7,2206.9,13849.7,1392.8,4314.6,798.4,5537.0,3776.4,107.4,12646.4,23662.2,38480.0,3707.9,6647.8,2042.4,4878.0,37972.1,18280.2,15909.9,406.4,229.7,5019.3,17012.8,5959.3,14652.6,8116.9,4231.1,4630.1,1138.2,25841.6,3213.1,4761.0,1614.0,2831.1,39918.7,429.9,5934.9,4659.2,32609.6,38195.7,4959.7,1996.4,490.1,42596.5,18411.2,10606.8,5863.4,9886.5,15960.5,7668.6,53708.4,12133.1,1110.6,2187.0,208.4,7208.1,231.8,16905.3,5282.8,278.0,5045.6,9424.7,10410.3,4181.0,4143.0,245.9,25136.2,1524.2,32981.2,1399.3,3882.6,896.2,22124.7,32071.7,4269.7,21313.8,1052.2,300.9,4934.0,699.6,2623.7,376.7,6599.3,3341.0,2032.7,198.0,2939.6,7125.3,8548.8,21832.6,9053.7,3511.6,7860.2,6037.0,9215.0,1606.4,1535.3,1427.4,5107.6,7723.7,287.7,3109.6,3885.7,3261.4,302.8,28604.5,2293.7,8961.7,2713.6,8991.4,12454.8,2449.7,1299.9,7360.3,476.2,1969.7,10067.4,16918.6,16512.4,68135.5,12131.2,9679.2,1780.3,3919.7,10909.1,2647.6,7096.0,7899.7,27008.5,2538.9,6137.0,1584.4,7432.6,7208.4,1775.5,4199.0,3187.6,10504.0,3186.6,5942.4,11757.1,3773.2,2966.2,3400.0,6229.0,12007.3,2538.9,2200.0,764.6,920.5,5144.7,3008.1,241.0,3006.7,1456.3,4515.7,3068.0,11998.9,439.5,2485.0,322.0,611.9,412.0,6168.7,127.0,3495.2,61416.7,23156.1,14210.9,7158.2,677.2,6826.0,7607.9,33549.1,9066.1,5542.5,34129.3,639.3,2681.0,5842.3,11393.2,12841.1,6828.0,11265.2,1617.2,1612.3,1701.7,13263.8,15663.4,2453.9,9489.7,1466.2,3742.6,12359.8,10301.0,3546.4,3639.7,9314.8,4102.1,567.5,9465.7,1303.0,23396.9,1675.2,10276.8,14382.7,8511.7,20832.3,3009.6,3269.5,836.9,386.3,360.6,1061.7,2772.8,1979.1,538.5,1483.9,5393.0,119.1,1121.2,45919.3,5960.5,3848.5,12274.9,213.5,11501.2,5248.2,52186.9,4613.3,654.8,2413.5,1759.9,13642.4,4163.5,6710.3,2955.9,2559.8,3900.3,8423.5,524.1,26229.0,21192.9,1938.3,287.6,30958.3,6789.2,3275.1,7849.2,2505.4,1543.2,1644.7,804.1,268.3,17108.5,4283.3,760.5,2631.2,421.9,17635.2,13687.4,5010.8,6003.7,232.0,18787.9,634.1,250.2,23678.0,2405.7,692.8,4342.3,2695.2,4940.3,27956.0,4535.8,9643.0,1850.6,6505.2,3370.5,5788.1,2761.9,2370.8,1465.2,23282.4,923.7,565.4,63549.3,22082.2,16003.9,31246.8,8188.9,2301.6,4470.8,241.8,665.2,9685.5,34549.3,1941.3,6729.6,4912.3,1164.2,5822.9,7663.1,44759.0,1574.2,11781.3,20768.8,506.8,4898.6,4942.7,867.5,22712.7,3051.2,2106.8,12195.9,3744.8,216.8,1820.8,9334.6,1
111-0026-01,6375.1,528.6,14074.4,14283.7,2799.0,908.4,1321.1,18637.0,21943.2,13322.0,708.8,17233.3,17007.9,4118.7,13815.8,3193.9,3919.4,3714.7,3200.2,8112.5,1272.6,1303.2,9808.6,1364.6,3100.5,316.0,4718.4,4475.4,92.3,19457.7,8793.7,30076.0,2787.9,7630.5,6274.1,3792.9,27154.6,10563.1,8522.6,230.0,241.9,3370.0,12564.0,4228.9,9027.6,16551.2,4033.8,21264.3,451.9,16050.2,4338.3,4509.5,2344.1,2397.7,31541.4,352.4,3940.1,3713.0,28768.3,25840.9,1497.2,219.8,374.2,23819.7,10968.4,16445.5,1677.7,6420.0,4605.2,4064.4,32771.2,7207.8,2805.8,3012.1,143.0,8225.3,176.8,152.5,7575.9,243.8,4955.5,7948.1,6155.5,4529.2,33775.9,151.3,18711.6,508.5,15870.8,1358.7,3519.2,703.1,16328.2,27459.4,4261.4,40903.5,677.6,1070.8,7362.9,752.7,3644.9,627.8,3518.6,2717.4,1708.8,200.5,776.3,6031.6,20767.6,19359.7,2990.9,2670.9,5758.1,4341.8,4085.6,1288.4,1034.9,694.3,1770.1,6794.4,192.1,2613.2,5603.1,2720.5,100.7,21746.2,1585.6,3278.8,380.4,7784.7,10532.4,3565.8,6679.3,7230.2,560.5,1936.5,6318.1,18411.0,70576.6,58824.6,19748.3,17816.3,12804.6,16840.4,5487.3,4610.3,4963.4,4400.7,21445.2,16501.5,5772.0,1154.0,3735.1,4809.3,3162.2,2471.7,3996.9,9188.1,1573.2,25323.7,10587.5,2986.1,2090.3,4740.5,6250.3,7351.3,1025.7,898.6,974.7,747.8,1645.8,5455.9,785.3,17854.9,8875.5,13710.7,14666.1,21709.1,909.9,1851.2,394.6,1712.2,235.1,22239.4,183.4,3691.5,59501.1,13829.1,25844.9,573.7,240.5,5440.9,3525.0,31790.7,10694.5,8326.3,36447.5,250.7,1496.8,4224.4,50852.6,39046.7,25318.1,18527.8,5406.9,6461.9,9986.2,13351.7,9117.9,1574.5,12525.7,1295.0,4960.7,11923.7,43485.7,1780.0,2079.4,6583.4,2936.2,1382.2,6591.8,227.9,11424.7,1085.3,10037.8,3177.7,11072.2,30844.2,3106.0,2725.2,1738.9,297.3,416.4,3759.4,2265.9,2158.5,442.0,553.7,3065.5,127.6,966.0,51461.8,8760.7,1622.1,13592.2,457.0,8113.5,9484.4,43651.6,2228.1,1197.8,2791.4,3146.4,30037.9,5500.6,14167.2,3957.9,2408.2,4498.6,9821.5,11040.1,38765.0,14473.3,2121.5,223.3,17800.9,18291.4,9814.1,12755.4,3041.6,1990.2,512.5,507.8,273.2,10352.9,3497.6,540.1,3088.6,417.8,8627.2,5529.2,8246.6,4631.6,306.5,5683.1,2756.8,353.7,9255.6,15014.8,411.9,14168.6,2870.4,28470.8,12018.5,4792.1,13296.3,1367.3,23356.9,3173.3,4900.3,4018.6,4474.2,1179.3,69478.0,648.2,351.2,38197.7,26861.7,11070.4,28692.5,44294.3,9189.0,4351.2,364.5,1240.3,12010.3,121487.6,2609.5,28409.8,15978.6,1884.8,3249.7,7246.7,28128.4,614.9,1329.3,85723.2,454.7,2741.2,1265.9,944.1,15623.4,695.0,1187.1,8866.2,3903.3,205.9,1379.7,2567.4,1
