111-0006-01,-3673.715270601641,-20807.680877404135,25119.131105984055,-5072.580348591451,42217.157889848044,1
111-0007-01,72247.53848117236,-25724.105638161782,-6527.448101368795,31369.626152857225,64829.36785956074,1
111-0014-01,-9926.137625043586,10179.49169997282,25584.35852092931,953.8964797710204,-25007.544425157375,1
111-0018-03,-61218.30506702472,28080.975241410517,-26096.53421594223,75393.68921775621,-4584.451619718165,1
111-0022-01,-44175.39099145575,9229.023710257534,1112.7922045745638,-11749.064147040508,38007.296903012946,1
111-0025-01,-50957.06228892803,24609.266271297143,35783.10258626631,90861.24243460143,-41521.033993130135,1
111-0026-01,145874.6149524113,173300.77274626456,-11265.040696091946,15734.212686841143,2580.9708103891503,1
111-0035-01,39318.91786963731,-65852.5915845937,-35450.42093569434,-34922.27499062905,37720.295130063256,2
111-0044-01,49971.53318834514,-43177.53135614459,-25939.55193634028,-22788.465432283683,38813.53462382884,0
126-0021-02,41963.754310208205,-58075.9840296327,100991.57828085162,-31398.675598885668,-37385.01320389633,0
77-0249-05,51652.25769504924,-47652.894241739144,95576.10192723207,-24662.494664831018,-31786.673372927486,2
126-0029-02,-14551.866745092035,-19382.605484016123,4796.577684282187,67297.7730419142,11208.044786188533,0
126-0047-01,-9576.752598228406,-28142.78393848329,-72468.31204820966,-6899.20386895992,-48599.713749598384,2
126-0047-02,-30867.88184244098,-52827.21851543164,-72242.67412979814,4953.313455739012,-31693.16349616722,1
126-0067-01,43534.03396497576,1606.245864411748,33017.30615035485,-36563.16357189441,10099.600636797948,1
126-0068-01,26330.43721399769,-27072.789785136665,-46838.01448794095,2033.9340471493883,-21815.87263273603,1
126-0072-01,-80416.00754054764,9051.816801640176,30248.277878903005,-982.4939233100598,74919.41584417614,2
126-0072-02,-144968.831847317,99421.99395362467,6897.655485992001,-76586.75901407708,19503.893874776983,0
126-0074-02,-895.4238133116744,-27975.094538403016,22157.12119704478,52351.88608829142,-4090.7963932364987,1
126-0075-01,57402.749338813606,62632.18945823241,-1072.7940269860073,-37583.26015883011,-45897.5542060456,0
126-0077-02,-80924.13877314892,4706.501075848606,48091.604121752614,-2442.3483156847424,-25025.898981436956,2
126-0078-01,46564.57261650509,-7010.0917560383805,-40606.26271462217,19780.16066572557,20853.020513117317,0
126-0079-01,-11865.142243251137,18176.67809513176,-16499.79914020861,-19148.060268028687,-4148.330228646687,0
126-0100-01,-30843.752984724517,-17293.583172906747,-74368.75471096425,-49930.88996760049,-39196.55256906275,2
77-0097-01,-48863.1412285647,29851.629944123495,17129.448422726688,-6963.588109353168,18409.187340654993,0
77-0121-02,-3644.384248852665,33158.82135971346,23153.490623001926,1007.974910994209,18717.26346372984,0
77-0121-03,-4492.13479943992,37571.14089668487,38428.92211017183,-2671.991679990626,24263.521283651517,2
77-0178-01,79766.43850122779,97102.09933480038,-38443.16396216189,-25102.255444685634,8629.036174417852,2
77-0178-08,34773.14821923994,-7599.988796007199,19008.98795499353,9376.296127752976,19352.56049530404,0
77-0233-01,68263.94704629546,-45685.369194701874,-73576.72314838668,-41872.68867542418,29704.821129980468,0
77-0233-07,26293.8238364657,-64219.57552404425,-10028.194562453747,30499.181756706,14186.679106980151,2
77-0234-02,46241.53862069141,60647.66970639225,-11962.95364519668,14496.563079522912,-24202.243275585075,0
77-0235-03,-11115.203747166785,44443.02084770072,-42019.81176165733,1868.8276067101715,-19568.960395374233,0
77-0235-06,98468.52821615353,177148.11350760405,-167662.8202004892,-68364.270424864,-81396.35300264474,2
77-0247-03,50833.482490652896,2835.394261647116,-9131.492760456327,5021.043865314334,-49942.10372705327,0
126-0065-01,50794.503754793484,106975.95715005489,-5619.021389061197,-41442.13640105124,-40605.09551992823,0
126-0065-02,-91357.61010957335,-9119.813429073476,-65740.96712086159,-31875.859861884557,-14895.015131943695,2
77-0095-01,-44199.12499618844,28855.589257567583,-12393.246064568637,51548.42627293199,23333.753376734465,0
77-0095-10,7898.672484976643,48645.12692372919,-25031.854745039258,31215.06105163678,17665.23204587376,2
77-0231-01,386.987118456856,-10036.357677395106,54196.64603936456,2208.3304929481956,33731.33914977456,0
77-0231-06,-16380.27175083305,6860.9600659686475,-62763.733378780635,-98508.45101156402,-18631.036925154414,2
126-0017-02,42597.244982149714,115580.77742735788,-35882.15630843928,40040.51724067818,-6967.936989350737,2
77-0155-01,-35859.24816712032,-29147.618782288555,-44389.6784066595,23118.26476283343,-27417.315837098948,0
126-0111-01,9295.364000088115,4175.959380973595,-6755.968802303039,41627.09536160474,14301.552110203686,2
77-0195-01,7638.225408512959,1004.5735168790125,-40824.33541522523,21329.221617502186,14452.205984713035,0
111-049-01,-8756.215780905248,106614.80088410946,21089.98902206881,13331.293581198799,1169.9208311351704,1
126-0005-01,54788.74897264554,-35510.52565833115,4833.677467577847,22389.593646460242,15841.195363197778,0
126-0044-01,23671.245667935946,-18082.19621112748,-2688.4599051390383,21288.63957474029,-20126.740421930557,1
126-0048-01,-64147.112347062255,36682.2942947229,29083.181324095174,-326.8517753665726,-26374.52853480981,1
126-0050-02,-30580.09899726699,1879.2951196659778,8231.43637561132,48979.70852318181,-7248.026585582392,1
126-0051-02,-27051.10890090176,-20742.695636245917,45655.594536421646,3200.6832960690413,10071.586872786153,1
126-0069-02,-7844.677597904995,-17189.766458872524,-19223.678864925645,31332.63406663447,-9548.41967204826,1
