Sample Id,52716,35186,62566,30460,52467,45970,52235,52611,37752,43400,62853,31943,63583,32445,37475,15681,36098,63230,37196,62503,32198,43258,52988,62101,31591,1118,32586,47886,32492,15500,57516,40410,1868,22176,35159,514,62287,17805,39837,53263,32504,35651,18467,43493,46227,18369,587,48152,15443,61881,61887,62291,57,47155,52974,42574,31912,57595,52234,39379,46957,22138,40473,3127,32426,40008,15140,57370,57463,1301,15586,1496,27710,32377,2829,61826,47101,54979,36845,36754,48841,63264,57564,42109,32452,48428,57483,34445,52990,37058,36850,32306,606,P28907,Q16665,Q9BQB4,Q7L7L0,P33681,P17252,P10809,Q9HC73,Q9UBX7,P27918,Q9UBG0,P28482,P98073,Q8NCW0,Q9UQM7,Q99538,P63098,P01023,P00747...664,P10082,Q13765,P01854,Q8TAD2,O00541,P25787,P11171,P51654,P36894,P01308,P01275,P17174,P40121,P15428,P26038,Q8N423,Q9UNP9,O00548,P04637,Q00872,P08476 P09529,Target
111-0006-01,-0.7234443156795689,-0.7708190070518467,-0.7787613284453512,-1.211872756147898,0.8161425500424849,-0.39549979023357806,0.1645990568141192,-0.1684685651093608,0.4036527295315189,-0.09501696272125823,-0.46183388385597074,-0.9812554361686987,0.333557300630823,0.3722055142288076,-0.5992200632064993,-1.3025484710317572,-0.959711539384609,1.4327774623475902,1.4855268945050917,0.39348920712123053,-1.5676990934237107,-0.9784383564408411,-0.699711947978525,-0.4689356349362987,-0.912135541251268,-0.7098968981867321,0.33436097346096816,0.5728672221694302,0.15590569618685837,0.8286683116678543,-0.30151134457762685,-0.8634530091482071,0.28269834101309554,0.6356274590705683,0.30425923803987853,-1.270369671120379,0.2855229609139468,-0.4620772076686225,0.9376880544271178,0.1580976465465085,0.44995510530161886,0.11675961523626807,-0.3337537215457822,-1.989012132025221,-0.19559908331681444,1.6707754578366678,-0.752907367139776,0.4665924565479498,-0.9715216928990049,-0.9565313935403246,-0.8881908047842133,-0.6145769683576856,0.9567487344766693,-0.98941090716536,1.368539290752028,0.32942987264719054,0.08440244362043302,-0.022202376504424786,-1.1148592642172725,-1.5370814892570113,-0.7279854400945748,-0.359896902013241,-0.3299494505042067,1.2582567803752447,-0.2085144129673119,-1.598766185614466,-0.5168576126685408,0.3392412805656192,0.18829323741127338,-1.5116199414090818,0.1544380342879502,-0.5712691520681463,0.1858238385468025,-0.855546509395598,0.6659822574872363,-1.3479830863087285,-1.4006898972144841,0.9091446493512304,0.1920593836123948,1.8999462520925454,-0.08398483420077722,1.0224345076156625,-0.3837455345387073,0.3039492616726385,1.0299889552699808,-1.4004440299133682,0.04235477872243765,-1.2258776268507794,-0.10863716095895182,-0.9587721917488948,-1.3145649359808709,-0.7295899388229047,-1.2552786331343457,0.026542862009447228,-1.064421865499068,-0.14109487763047737,1.2135555338004502,-0.05305740957647105,-0.6742027708072716,-0.5541079387095067,-0.8090597573055281,-0.7974256420392773,1.0543138874366438,0.48159168017111403,1.2896096142793188,-0.24488359613622857,1.3101595453105541,0.3246926908415643,0.31156483381064487,-0.9764283792143817,-0.4412779991294206,-0.8424767129466232,-0.9433446132290803,-1.224385494344604,-0.7238570219054944,1.184649702636225,-0.236974055723799,-0.8590714851271162,-1.1188628123414872,-0.09514026633350163,0.9988768196925512,-0.27446749760076383,-1.0816598061253735,-1.3348445228624362,-0.3242524701407288,-0.3814616020305048,-0.6628033089765466,-0.6544800959769688,-0.8466627947499307,0.5471801816337495,-0.9827942260217074,1.3565273823713389,-0.4335133515546078,1
111-0007-01,-0.39054437920328655,-0.4278185437319823,-1.2133803130894636,0.2327141194786106,-0.23427196407887194,0.07585554574585544,-0.7353493337856066,0.5478209057930294,0.8441511286868952,-0.8302682220127812,-0.36013024097626734,-0.13082011142483924,0.8491309535040046,1.8501118143159925,0.25710347479828083,-1.6409316880570533,-0.2613744296747868,0.2966100042424293,1.642221349168539,0.939255036550379,1.0143939828132351,-0.5485503609276624,1.1829573829471796,0.34191883687107627,0.898511962481176,-0.3041388344382255,1.6169979622904154,1.7403661083498538,-0.30996704733045155,-0.8114499825039153,-0.30151134457762685,-0.41512191517462693,1.7897372282704849,-1.3789316402017606,0.17226417863285445,-0.6612344128337112,0.06635354042519219,0.44895017993736025,-0.060007823520791134,-0.6810174606727907,0.6014372265807191,0.9159326516344742,-1.5892537819789927,-0.8711277300832397,0.6767113860507125,-0.2858455545592653,-1.6310768034369365,-0.40456698999139007,-0.9715216928990049,-1.1770089247746192,-0.8881908047842133,0.9963505087996889,-0.7855806310601906,1.8781632658280103,1.6074040844774944,-0.8577008888439173,-0.5280051718732335,-1.1224127337435719,-1.815967292835067,-1.8119746391017784,-0.7279854400945748,-0.8109597948414987,-1.5310404701486164,-0.9216725617603336,-0.2085144129673119,-0.9297272828111118,1.8201549105139805,-0.36742472086368155,0.6785655812244977,-0.5819842531029182,-0.7156712234718355,-0.35612901372537564,-0.11983065036171546,1.0185873412479352,-0.2482802037400679,-0.14615926740070834,-0.5529193970397359,-0.31184819212926734,1.0375124220247358,0.41416356016080447,1.3276501759616743,-0.5430877670588444,0.22183349884903764,-1.0694573170255817,0.30315080800126093,-0.7726980552397394,0.04286146530554788,-0.13511548425124545,1.0632994981404078,-0.5064438786885526,-1.3145649359808709,-0.5576062910125733,-1.6135370011355765,-0.44290349051861566,-0.3968236161811916,-0.2090723034155468,1.4986852339345003,0.91058105841709,-0.060178233263186415,-0.32127763199213893,-0.32459631480380813,-0.927981244172861,-0.527813453913583,0.39213536780468966,2.0122228942090334,0.6140546972095505,-0.44896571991016576,0.9411546893725671,0.3851648010275872,-0.23688561907948621,-0.00880945948980753,-0.7154442454279312,0.9900593491815954,-0.8963023798845353,0.285037879192785,0.7921274033335892,-0.692250357851722,-0.8447042428389884,0.026370680867431644,-0.09514026633350163,-0.08998475597521573,0.72793522347308,0.6281030120933645,-0.6705976782833214,-0.888174718043616,-0.38275330818099795,0.399591214361075,0.2284502839843047,-0.995733354137947,0.3194319499132465,-0.3732863153106402,-0.29199130723624583,-1.305723844700946,1
111-0014-01,0.5296646715485617,0.5556139039159821,-0.8215713882843639,1.3903249914006126,-0.058867815303722704,-0.5111046541773768,-0.046991481249632074,-0.44643501899537347,1.5969886761166967,-0.5566855307068964,-0.5744513959458171,1.14549731521463,1.6315444925839835,-0.9189780838276854,-1.702568864588537,0.6318687875692992,1.86169640426077,1.5604265624548124,1.8061443486357693,1.6228068376631135,-0.2144678791352234,0.5166463507894389,1.7015427573892468,0.6997129387304195,-0.912135541251268,0.8487330939119158,-0.18151570263881434,-0.2890674786819951,-0.5107517580177682,-1.3092077212348376,-0.30151134457762685,1.3499671406605347,-0.464240636677403,1.3181798237425753,1.4078027906221555,-0.83260078971446,0.5963747455569984,1.2548334023670695,1.1023101212857174,0.9321499418931906,2.0494426339275855,-0.9845694461453113,-1.2877040807647508,-0.20850498533617418,0.6816684955576111,0.04615187624893291,-0.5823374894084069,-2.4838516640883115,0.5604626104300645,0.8908924115536939,0.9528120725665467,-0.259983049471069,-0.7855806310601906,-0.06766048223142142,-0.9227580390814482,-0.08824593394521546,-0.0015632833570159127,0.7335881365737554,0.4664302040497033,0.23164736249650972,-0.7279854400945748,-1.149183511843767,-0.5970689020790467,1.168267458164205,-0.2085144129673119,-0.4086175817650745,1.0039371282774066,0.04737052072836072,-0.12960416085853182,-0.10326417796534496,-1.1305845680742497,-0.3426219695815495,0.3407950585660198,0.8852603003418096,-2.040490079676646,-0.14444757433072392,0.9121917692944552,0.20356753771356753,-0.8921729632828633,0.9566779188521575,1.7396506515114172,-1.0676220879421614,0.16554950327538512,0.11808149119654597,1.3717372684138656,1.5082559277641034,1.507359282875342,0.6879831437909927,-0.14550395524444423,-1.7363810337493495,0.6123391162308731,-1.6423260616840651,-0.6930683339972968,-0.8061983601351834,-1.16191192190608,0.5228312712859057,0.7179085932901481,0.07826064755361033,-0.6061432899408744,0.6564829249475547,-0.7977168950244009,-0.516473267740958,-0.11076705351410505,1.1689982768846305,-1.203367230291219,0.34080968193777395,1.316600315409952,0.5580466244382123,1.267895479109584,0.3335995684018217,-1.238267719636231,1.115506626017697,-1.213743799354434,-1.1092986830279985,-0.002385260250309306,-0.6544809581715478,-0.5494951641843795,-0.5586902538386146,0.742581563231103,1.935643890882169,-0.1477284415160942,-0.5775135284349716,0.4905512580137936,0.6900002109316368,-0.8917987302223229,-1.4256538671056205,-0.5156648442612021,-0.9407539915783474,-0.798360411783158,-1.6000335379715722,-1.4581708685961443,0.30677687506402596,-1.7936568328794804,1
111-0018-03,-0.38085940075116176,-0.46120177318115274,0.7859705100114818,1.0534079632247242,-0.772434016213668,-1.49097749005154,-0.8965518998105338,-0.5370416567251023,-0.020102479226620364,-0.5378369112317744,-0.9225765693864861,0.2694900029162757,1.0085305913887457,0.41095906672799515,0.05302738151993487,1.0169015854986982,0.9102667525945224,0.4600833685759412,0.5229424960654242,0.6354765151147538,-1.0499442816778648,0.6890591150379486,0.3605467007351502,0.3859850373131464,0.7243751633770711,-0.9834184368701657,2.3285034952005534,2.1999940230749213,-0.4767211642519911,-1.3715702976166855,-0.30151134457762685,-0.5485353456515945,-0.4155813953198756,-1.6144406271077567,0.3358856008371053,-0.280822516445974,0.03133761761457929,0.35194615285343633,-0.715878459310464,-0.9091267380768706,-0.3850681167542763,0.48876688107686983,-1.738116106498848,-0.24721091932241793,0.587027200836496,1.5849906371228135,-0.13065911597767835,-0.5981172516056362,-0.40606169629485145,-0.860848824269045,-0.8881908047842133,0.5784430037113817,-0.7855806310601906,-0.7241853933980024,0.6262896130830791,0.7672222788656796,1.1173781013200248,-0.9656316635517991,-0.32390675678854647,-0.31392525563678847,-0.7279854400945748,-0.2936366917872724,-0.6384513371046782,-0.9216725617603336,-0.2085144129673119,0.807824583694825,0.2844255048257223,-0.4592710179471621,1.5733504727776433,-0.7923352304111309,0.10487539669588444,-2.5829075151853655,0.6703964474468702,-0.3339166683259839,0.7556191156380557,0.20930366324635166,-0.06547831910624571,-0.5918713902767341,0.5861090459410171,1.3804072632560178,0.4016553147963223,0.004967171623569228,-0.3592697512726033,-0.6524337174796797,1.6252757556379749,0.6491612053285698,-2.1484452243353633,-0.14621292848506037,-0.23115509609575408,0.10196337837134312,-0.6835650881174997,0.3838378385638191,-0.5892920873532765,0.42846865263320727,-0.028214314610003198,1.4073430585904665,0.44218985521241866,1.4730357762019994,0.9523034165543015,0.48609807088532825,-0.5381927833951357,-0.8766566666453642,-1.3154910019918014,1.5291998474024935,-0.5007075393371654,-0.7006425053778718,0.2493673027330696,0.30278751999400816,0.11295724706372627,-0.9788576035548018,0.02211220713862198,0.19763432417249657,-0.113062691987673,-0.1777074016222583,0.7856032745394406,-0.3183504264909887,1.2927037754094102,-1.7865363207997664,-0.07490954365927793,0.1179596838602632,0.3490606926161298,1.0716295482800966,0.7630325511035688,0.43728026116099766,-1.581495578231087,-0.5124595090260524,1.222172901549197,-0.7025952631604806,-0.14362388500707232,-0.2598093386667636,-0.33993159978181436,0.17636189103458452,0.8126978153655865,1
111-0022-01,-0.13588027765606014,0.8552723704649057,2.0885219422333536,-0.6900781986345712,-0.6304245372645033,-0.0322879377698566,-0.734621428515969,-1.1931460123507605,-1.429082954980224,0.2955947890130139,-2.1124196312588426,-0.1717712240655051,0.906383843172208,0.5033224455727455,0.5464265418691044,-0.6177236572013576,0.21199661863392047,0.9710229357655321,-0.9212791436568872,1.0889922044458504,-0.40899313857046377,0.20990714212647488,-0.5223360784018584,-0.261870027446202,-0.912135541251268,0.6449506042813585,0.6581654604384501,0.6379211467907795,2.0442338574820984,1.0596857488050508,-0.30151134457762685,0.015444363855408831,0.2650565614545163,0.9904166863712756,-0.06463086234359255,0.9040977994076945,-0.02797735782367856,-0.16530188762321257,-1.3105328057021137,0.2957506698584549,-0.6257696744695807,-0.4108892673884282,0.3850686343234157,0.09379590018964794,-0.45887884118760053,0.40145890469926404,0.6263588171674362,-0.6938400359491188,-0.9715216928990049,-0.993680501984998,-0.8881908047842133,-0.7585950972567437,-0.7855806310601906,-0.7367060937516555,1.3033980364559954,1.2715989908101135,1.516953584068948,0.03928331188635488,-0.2870136557084438,0.3710624368137737,-0.7279854400945748,0.6664386853489126,0.575942539797813,-0.9216725617603336,-0.2085144129673119,0.5708882882303128,-0.038611726464094547,0.7811160529925719,1.2292908621356153,0.7679038163881853,-0.8239854894835306,1.1210253295007722,1.9596839020201322,1.065025448114418,0.5900003608287542,0.30935183551486695,0.10361764309168944,-1.033940703272979,0.6632600194808214,0.5988534521985179,0.9913376185025693,0.28944178861161624,1.154627462239661,-0.22714423483533694,-0.30123644243294345,-0.28548598436175526,1.0390963907953428,0.15526537771800128,-0.12956280247883986,0.2445790312844307,-0.9107947095581914,0.38498412666473564,0.08557681230807081,0.05251874859537943,-2.0283512409054416,0.6575694610512368,-0.1569312356724052,-0.7416488370071317,0.1452948810849463,1.4189097104959378,0.034288222517284625,0.1160041668624799,0.6310404557618828,0.7405093942724104,-0.21302535639240852,-0.7831430921817516,0.7456782571362858,0.16217323246430618,1.8075340593086022,0.9570871404608451,-0.842449277873003,0.7568767821123134,-0.6381954463484181,-0.7179085499994752,-0.4580534620664185,-0.5797716700550326,-0.2762000921381235,-1.0903987911698005,0.8597787525044894,-0.6299512281677108,-0.28185971499430396,0.42437300884761836,0.522982491729532,1.1518912143822349,-1.5033926401544513,-0.7175176627611498,-0.20954356758132778,-1.3240711414268842,-0.44075283940246623,-2.0749656239438163,-1.735596140066632,-0.2194718025028133,-1.036785932647232,1
111-0025-01,0.9932073701431802,-1.271461237804358,0.6994152408677573,1.645451076992929,0.03923681081655508,-0.7627355489955757,-0.37630517589781864,-0.11306971334477318,-0.8199260053867897,-2.111316951549224,0.60736384973291,1.4739946726587034,-0.37666300244946993,0.9183793049453638,0.2451834127403998,0.5526782351359503,1.293446791368154,1.286803259782828,-0.9212791436568872,-0.46875168219127944,-0.8272215808449268,-1.6065623952072399,-0.8577334369966328,-1.4606523737464199,1.0703241981361244,-0.3568525647689724,0.7406525294080235,0.4843301814950818,0.8646584814210796,0.9800902446092365,-0.30151134457762685,-0.41068186396016254,1.6547638031890217,-0.8149239810869493,0.9075984276110006,-1.270369671120379,2.2578359337481118,-0.4109021699370373,0.6838136356958753,0.716334567818178,-0.5249260280154233,1.3183159267086682,0.8117011294128164,1.3398855178864821,-0.1351454932137589,0.6586940167117383,0.6202593706941837,-0.6246629083952462,0.5079442845871925,0.5840995322372968,0.11769116803647374,-1.5579194373591327,-0.7855806310601906,1.263618988620219,-0.08176982769840274,1.4508537024246453,1.0990784404982195,0.1592669456844119,0.4809879114349779,1.035491499432068,0.21594869788897533,-1.0368291976942474,1.181028385801198,-0.9216725617603336,-0.2085144129673119,-0.0317388020361221,0.4679814668158279,0.5441499983928398,0.8496457366641033,-1.4898426938111384,-0.39049360362593766,-1.184090569417289,-0.27568742598586043,-1.57636129018841,-1.3262777526260894,-1.3479830863087285,1.246360150426098,0.8063745797839893,-0.11053683574823885,0.6797053600941367,0.8444195947002666,0.4656836958364756,2.000741853594698,-1.4070972750412367,-0.8503629785801847,-0.2688002773297033,0.28061378983036983,1.15748027097517,-0.5990236896682853,1.4457039582697364,0.29082784656610616,0.17987138320041743,0.5517580106769846,0.08431864722532426,-0.6686090959435467,1.7419177161981572,0.5568965512030426,1.3858602503516337,-0.9393500113257036,-1.0664458771235854,-0.008892479819886152,0.6860076421120392,2.2409334414897892,1.4137233785982644,-0.13855428743233844,-0.6471002807453659,0.44269838551129037,-0.029895344183484017,0.22867353868307358,-1.7901015600908083,-0.7138887916679263,1.5814747664173123,-0.6981223721995883,-0.5407071308152561,-0.4752425616315838,1.6428095810917214,-0.8551782578642794,0.021366469583451616,0.7530878105886455,1.52049842752195,0.2986944771862575,0.5467042663414702,-0.6791310085381095,1.065859381053383,0.3074975050292541,-1.30288530594815,-1.0008622374051739,0.15181022606489328,0.16874571232254879,-0.2709117482004331,-0.549970937030154,1.987139838535159,-1.2089190050760328,1
111-0026-01,1.753757596203501,1.6267025346825452,0.9774125576606211,0.2773422896971614,-0.5513178877512744,0.7195785623334349,-0.8600319135132168,-0.6296698522131631,-1.429082954980224,1.7361353954735368,-0.25399468326325036,-0.8342314185298197,-0.28559942878367817,-0.06770377614527959,-0.2126108890188845,1.4732152181396638,-0.10104103999679648,-0.5178758059760082,1.6676792830962541,-0.01733531844464337,1.0117158987681456,1.9654742610020932,1.0980616913462482,1.2862570844867525,1.1882799604057925,1.886622003217939,0.1415798389342371,-0.14301273581718366,-0.5945769627520198,1.04660220265174,-0.30151134457762685,1.6265802674298175,-1.3170341412379385,0.6106354295634323,0.06463326778270041,0.9310186729562892,0.7793346438111909,-0.23586189431893945,0.11863375625557233,-1.151317167788465,0.30897671385807063,1.3993021334929268,-1.0748367566980463,0.009527612441362058,1.435088850717854,0.7804161559994822,1.4724989973316673,0.1945490689041052,-0.9715216928990049,-0.4631380758106174,-0.3629087198835991,-1.0788803021085442,-0.7855806310601906,1.2535633736410643,-0.036564923764997634,0.9018280521224876,0.15026353436421092,0.9715633322974958,-0.031232748584802687,-0.7269278916969241,-0.4714716386962879,-1.4775245898044918,0.5243623237494888,-0.9216725617603336,-0.2085144129673119,-0.41187762519536775,0.795186662732473,-0.9988874637321934,0.7153785696074766,1.1810182201535258,0.6760962957101877,0.1186411101319445,-0.02314306767519394,-0.23870313354647224,0.2899814899242271,-0.637815565089451,-0.8550595684418208,0.9024082949105541,1.4580382168914832,0.48894412065056975,-0.4373190424399003,0.18519739318030748,-0.5332344142757383,1.719930847279689,-1.1897619978760077,1.4251603736591953,-0.1043881177753653,-0.8897782737464388,0.7119855183828668,-0.38274914326488546,-0.008791385213718346,-1.5222306283871327,0.4950853939130319,-1.1100914719460435,1.6414708935808127,0.8545967556851768,-0.06481139899658116,0.42058149192013805,1.3473236654265022,0.3325372598634872,1.2770448002934143,-1.8533263153355108,1.1808688477557028,-1.4992046698987758,1.2027971472528194,-2.1366092167562227,-0.3838815347183877,2.023437842465464,1.518314214804153,-0.4853726392377202,1.6938467716897874,-1.2561267891777388,0.2004782901981926,1.4951029517746945,-1.7324644637797888,-0.045611829274482575,0.4631015350175811,1.6212594978877066,-0.987744845319357,1.8052837916064906,2.1648452732322765,0.7845098975266599,-1.9189906764173899,1.4409301507471628,0.6441963864301596,-0.8421669337272222,-0.8209702831136585,-1.1946619963605138,-2.377821563477275,0.36213701515847063,0.42630960545940727,-0.13725887785150995,0.4908958506973079,1
111-0035-01,0.4658404778592227,-0.31918806835387015,-0.03564395512486278,0.7906325089521282,-0.6068264032686833,-0.2045924885131631,-0.8194293540846029,-0.5065254211640771,-0.8436007010525269,0.17047014683469106,-0.19511706586984565,-0.30811838388758783,0.7138986813817726,0.9081200418486859,-1.0034218041990215,1.2183195025659543,0.20683820439110734,1.2576474286213855,0.8173696591705277,0.5622004464339805,-1.1139163121898998,0.2292089693096935,0.12209570484989814,0.06172556517603672,-0.912135541251268,-0.5959660425885925,0.4361501523801483,0.1621969926231188,-2.156092729045686,-1.2771550904289555,-0.30151134457762685,0.8611675903231186,0.48298703059650033,0.41508661528930235,-0.752575419893041,-0.6525034524222864,0.30600228198774165,0.1408219177609449,-0.1390272335180532,-0.7676130722753437,-0.5982239529863653,-1.1507724748585553,-1.2472817562769918,0.9155269575466224,2.583261989413208,-1.212923497584244,-2.0407927303300952,-0.8006077168457767,-0.9715216928990049,-0.9356855983146236,-0.8881908047842133,0.0032007342570025076,-0.7855806310601906,0.8892197025286287,1.5975974425624655,-0.35431671209033744,-0.7178413731833193,0.6000682167189824,-1.3740390248234846,-1.5610613405663694,-0.7279854400945748,0.7528082451319623,-0.9347296335676152,-0.9216725617603336,-0.2085144129673119,-1.1787591924753074,2.2455283299967603,-1.1570725363924683,-0.31893018425871617,1.7963305259268652,-0.34923349125253206,-0.05645211097588146,-0.22219335534424225,-1.4129245928390206,-1.1576338673106814,0.5889277922222756,0.14792538848801481,1.7780215077284263,0.8119835918971752,0.7163060003539249,1.558499385024229,0.5959123133720692,0.04217366699337473,0.3939684837003181,-0.706793967936658,-1.6965584853660487,0.7404872662012261,0.12840829115038652,0.9768961642147228,0.9269045419924767,-1.3145649359808709,-1.002235982722999,-0.8212274488825554,-0.8145019975279434,0.04756753723410818,-1.2529858350529262,-0.3134689083887937,-0.39816149676894114,-0.8442252783200517,1.1347800809255706,0.593971207522473,-1.2996959781216255,-0.8517350043665701,-0.08888823683753079,-0.3581471862502663,-2.0308460065679643,-0.7517380245592138,1.720726096339696,0.7724888543160952,-1.0001922056998582,-0.27796628224240283,-1.0383132180267614,-0.6381954463484181,0.5675180164815727,-1.5033235310753141,0.3152838527003451,0.3756569708919324,0.280327743875664,-1.872055685403708,-1.068035404053262,1.3179024980102878,-0.6090939325641839,-0.652199893411916,-0.38363589735776527,-0.4988921539505622,-2.001247311252343,-0.518167996257665,-0.673622872553112,-0.9279208485437156,-0.6092748324410564,-0.7256504586944157,0.30329808401806346,1.4352069666348148,1
111-0044-01,-0.8400821728508338,1.8964754425078834,0.11537932522896921,-0.7079449931068653,0.7107589052140411,0.12786968188220865,0.711297019745013,-1.1794097876979168,1.556964286880907,-1.4685338782089594,1.1511010301542195,-1.1303872881001427,-0.29809338806697466,-0.6349413423053754,0.08821007278921744,-0.7316429025290961,-0.6840032285894858,-0.8263119554944913,-0.46695493066421423,-0.4329619814858596,0.8460837039980255,-0.8429801616742043,0.06128350368030973,-0.2857621939437388,1.1282851771661704,0.4319042897418356,-0.5090899120917234,-1.0682873727675646,-0.9904549392545664,-1.73737192188997,-0.30151134457762685,-0.53121775950038,0.9190441441078528,2.104234433261349,-1.1552388445227333,-1.270369671120379,-0.38650546192292423,0.21682324441095702,1.5874327993500141,1.4531807434376645,-1.7039454058583434,-0.16399771693823595,0.8898391672996802,0.42100046450912143,-0.2944868989085012,-0.7264583983885974,1.220055304079948,0.4823515823476412,-0.8019981675022242,-0.19329210530555682,-0.5442931322993435,0.05408310996755911,1.117104992427944,-1.6901051920416004,-0.9227580390814482,-0.893013096702079,-0.7993140822337875,0.9221704302523434,-0.7071628156902597,-0.6553338448904061,1.9611967942182762,0.8752972235911761,-0.0009880970288948666,-0.03882958623328687,-0.2085144129673119,-0.1316864287511558,-1.2024525386046943,0.8944116074299585,-1.291845394602183,1.1182295252219356,1.6577094219771793,1.1450193378856053,-2.1692290598604465,-0.7924423570951723,0.21831970911604726,-1.3479830863087285,-1.4878533810316945,-0.4524344434789478,-1.2168022929514664,-0.7391619432163214,-1.0930274031279315,1.3885812155767654,0.30831115194195213,-1.4070972750412367,-0.9783030743843089,-0.30140431732682144,2.0362364072278365,-1.659912073910971,0.26458260933885624,-0.2163853898483784,0.08448666428277432,-0.7244643553186471,-0.765261514176748,1.6271533443332542,0.6654735776295811,-0.8050558570733364,0.4083018467304021,-0.21489828741230765,1.244308433712496,1.4015102398711465,-0.04580801666354466,0.21348587804276387,0.43080266364520553,-0.33385208641173186,-0.49486137450404555,0.2570627051923632,0.1063452183203259,-0.6818575051832964,-1.390471213517412,1.6503806429510017,1.5641187310151712,-1.3102963147282234,-1.1280969138456975,0.6862148809713239,1.585261428093427,-0.38270303662472593,0.9638541511667815,0.9314711249482986,1.2868577075885916,-0.5865176577615533,0.3665025497153292,-0.30225994816509716,-0.11178081774460355,-0.6914153701635575,0.7438786137308298,0.858823661504351,1.2843745600445144,0.7785568302886531,-0.7483234199137209,0.6492363185442673,1.2490352543308874,-1.1601963484570277,0.9549799441501755,0
111-049-01,0.07405176152519358,-2.1447926084172764,1.6883184459483827,0.0971046169172017,0.4845511386510386,-2.1452513914912457,0.44176244737993303,1.8738702398135445,1.0695147176928985,0.26357324263740806,-0.1494031788463168,1.6647784717926888,-1.0633347765222483,-1.2638691513270741,-0.46593294062922913,2.1328248053418593,-0.5778158215363072,-1.381871210573147,-0.9212791436568872,-0.8774285746106429,1.926558614311562,1.6457265144117632,-1.8252576352356187,0.9918434917710393,-0.912135541251268,-2.371022269750819,-0.04061303302152306,0.04712074363425643,-0.45614737979142306,0.3115899122746587,3.31662670436141,-0.30425596013588646,-1.1486871512765606,-0.9752913753860225,1.5517399259923461,0.928855812863591,0.12488627743439518,-2.465861263175768,-0.9637471453480688,-1.401857640272056,-2.089813899180346,-0.8017747850661268,0.5662336186862921,2.0471752916654,0.36854229056137444,0.47576194650848963,0.39237316575200487,1.7547017601220918,1.2642753837841165,1.2655084699297334,1.2858064584131683,0.8667561710316143,-0.466617292269376,-1.2642306155469192,-0.9227580390814482,1.504188066720458,-0.32849099987591385,0.9897590632636158,1.342541613632891,0.8968643615256704,-0.7279854400945748,0.1924698479032125,-0.8312491261810226,-0.15309639411822668,-0.2085144129673119,1.8143726030329237,0.5686258894616703,0.06820188821819893,0.4043470649069304,1.0601501992836802,1.6561167292339443,0.9872806926231721,-0.8008968060265715,0.7836824311088423,-0.17763922575509306,1.8233957179780091,1.7570176985195314,-1.6800546184516083,-0.9705105417247467,-1.1396034726557225,-1.7170992643769414,-1.6951114886592036,0.06493978341214615,2.0457504341783688,1.301447677287843,1.3329144206686923,-0.23405623460748828,1.8353179502312909,0.22461710425356846,1.3452854115743338,0.9506511199553055,-0.5849061820573815,1.6569274238006066,-1.326469650583477,0.7787450534383091,-0.4268901544626754,0.03976965083002455,-1.3935614668318537,-0.28274830590419675,-1.405920042921178,1.4681603249966992,-0.8716020223601887,-0.8030628819635017,-0.8681732322217857,0.6517259582609171,-0.2731104808949303,0.5058240370869939,1.6608378292754447,0.5552331798612241,-0.7611199513307235,0.9229700060355299,0.3026626432004023,-0.5240065616284274,1.0127130252725596,-0.2868387979932226,-1.2670647489903706,0.9986440532073407,1.0088018784677713,-0.2827756476282561,-0.08826715568992889,0.21591821045391,0.43478409855780775,-0.6839238662232211,-1.4442393153421875,0.4288810880187257,1.7116221561770824,-0.35449334700446,0.4971695314352488,2.0534263232691288,-0.05849901903249496,0.49612398417638665,-1.6756743601195345,-0.2863964945748995,2
