126-0050-02,-40513.99241621359,92944.17858108594,3941.0261318343537,-47678.91075787861,-50810.78016763977,12818.136754860634,-63996.680912101525,-22428.422980500938,-15980.654006265571,2
126-0051-02,-40149.1007671912,-17509.508523633136,-17232.15606892847,-39977.38323972152,15037.698751865248,-27054.796300500246,31528.11734280702,-25697.625969422617,-19962.638661383546,1
126-0065-01,-45846.03959772594,55822.1486750238,12826.787123192838,23719.053545244482,-28904.338235726293,-16252.251948987723,36814.22718803533,65920.00585480167,25541.920567653942,2
126-0065-02,-14789.314541450958,154639.2078446048,-8038.735270074034,80004.97532402628,-48204.725554390505,-34734.75895049094,11750.584222556938,-30693.40643730029,9014.981566284834,0
126-0067-01,-7296.452810370716,-24340.583705397607,-23623.06889827054,-22850.07643213928,-10583.124660306106,18941.17784084159,5725.386701071763,-1328.0113228773102,25473.17721164592,2
126-0068-01,-482.9941428428291,-10727.527170435507,-24047.853085760507,-45256.56213648949,-47860.72660440477,22441.409922786614,-10225.035102601156,-23342.2179478385,11259.046167233315,0
126-0117-01,-2665.224718449998,10965.364563895046,-727.8082448939822,-661.7597894900855,-17921.61646592208,-3996.637748143774,-31364.321482317133,2484.207071540959,4759.98730406753,0
126-0130-01,-20141.264498808676,33216.43164798793,12736.432990261497,-43579.36174224552,-37751.85774316239,-16260.142177515414,-58947.940649793396,-26696.881855291456,-13535.132113148897,2
77-0041-02,-16843.328485180602,27706.483035435456,-36074.56410583911,-17581.40454346988,-14812.49943459905,16774.400533986747,26683.088848562653,-8915.107699482232,32708.92347472191,0
77-0041-04,20550.418331716854,-6817.373349985939,-44424.074384194675,-1358.5448550753927,-19031.415348883376,-10883.562070252512,21908.32824938632,-80.91834427849244,18757.50336821444,2
77-0095-01,81107.0022532974,-37258.272623772355,-58063.96264537037,27407.585474297353,-39738.53262672892,-10768.243795062841,-26187.88099048003,8635.39190501671,-40846.92718209943,2
77-0095-10,-10900.265552574969,-47007.73293110921,8127.700397188803,5684.313462849763,-9963.411858742431,9465.899583441653,-9463.400946633978,32588.613772555604,-20076.385301803402,0
77-0178-01,-30538.27189962541,-25318.356891644653,23594.032925207688,31023.022138930144,-22363.328208789208,18032.602744867916,3259.251440460972,22860.82736740274,2152.091445559762,0
77-0178-08,8637.491373324592,35403.57448559007,29600.753393508032,-8098.658436478383,-79874.09333508104,-38896.555731739005,-66003.89814638317,-30829.324604610832,6985.891361277817,2
77-0231-01,6823.127083474168,18144.62127520289,-43105.76233568636,-14432.182495009096,-1519.527949772154,-10179.708381905612,-19436.231972536752,-14359.195443864382,-14219.001614358865,0
77-0231-06,265919.0220731155,38807.82391464702,-12210.013601661485,-122329.49430576037,-22255.049004880446,-43952.79137825325,-14488.834910750531,-83634.02693691623,-35104.74166628593,2
126-0114-01,61350.89686218299,-34222.46683561967,6269.56835705994,-3711.1856636694283,9272.795832144173,-62105.47287869955,-9946.672179502553,-28914.256732586546,-30973.312866430555,0
126-0114-02,-57054.16887179694,50978.45996790037,24126.30341621849,26278.794108599584,31150.367483125032,-6310.668128490223,-8640.380807748985,1391.7797992589567,-1039.5228439735224,2
77-0121-02,1116.8190455530312,-3997.970489234106,-5643.244984721102,18351.22438607604,-4578.123588698883,-1282.7827673216593,4276.71370964366,19766.568069179233,7958.754041169092,0
77-0121-03,2739.509966991537,-2052.2930441235912,-1980.5334183271643,38127.44904971015,-8331.325981198303,5800.014414648312,-3924.1764354850784,28780.319075206604,8219.38018526949,2
77-0233-01,-17146.72964943935,-66997.05588245596,1117.6778959810922,-44142.837881027895,-54755.28574185136,-49818.65413648003,13346.047496259369,4539.775761506053,-60547.10216613349,0
77-0233-07,-55144.887326149976,-64389.689657440904,5974.785806179983,-37156.58323685401,-14910.532215484176,-6296.494388854262,23677.159150174055,-466.06245345612706,-9870.111969059966,2
126-0021-02,-38951.15054721205,-50416.75668421989,20265.136632731286,-32552.0228254003,-55757.660867686565,-282.15376355858064,-19579.56336783239,8003.988584972546,-10465.133521183547,2
77-0249-05,-21020.74467062167,-54740.86633932608,8885.164361028601,-19211.829498424886,-49799.16870571168,6552.437282263216,-20859.465730986787,3101.972877674848,-4600.112569143401,0
126-0072-01,-35644.5759340378,-19205.059232673564,-12404.123360024183,-20156.99886260199,11678.720980650301,8475.71228659512,28126.629059873503,1916.7325451832717,25667.633668267343,0
126-0072-02,-26443.5612401068,-3700.236732967684,-9402.518977535605,-39938.69601495061,-35724.99774793726,-13349.611456337281,-25880.13445690827,-71062.06573030334,2988.6491660836914,2
126-0075-01,-65203.13390334819,4018.1641226729653,-15222.518545818788,-55084.8880995442,-12121.988870618938,-16552.656644467064,-14987.91395475104,-43616.637016761626,-6083.14095274412,1
126-0077-02,-7383.422046915382,-51066.71539669313,18935.245474532298,37524.15487855641,-23111.633629972857,-26800.612555701027,3125.285118159258,-5974.180547536722,-28211.569503653074,1
126-0078-01,-25576.565924114464,-36250.313271854124,-10854.168626318253,-44590.0641272055,-4453.099779798506,-22112.540643863034,-17875.203720918053,-16404.887678770803,-25506.809744999144,1
126-0102-01,-42406.29531194514,-38115.39959744965,482.9840370020156,-9053.425689946436,16855.912960493337,-5733.904027840438,35504.065667444345,-15417.149850744117,23201.828047353854,1
126-0149-01,-2874.8936073848,-46232.368629875666,-32078.618595062042,-27305.84694155354,-21413.98720718654,8341.359759853194,-23420.919500446467,3591.5039608071365,-13598.466325701824,0
77-0097-01,-15664.36268284011,43491.151735146035,2394.971754804415,14174.605874985247,-20820.74874829909,11057.056566131854,-1244.1900184375309,-874.4417071749313,-10514.720468722193,0
77-0234-02,76660.54328731963,-28347.28550580584,-2841.9536521820582,-16783.859987840187,3601.5306805744553,-21075.011967968996,15103.29513361534,-17640.97667023143,265.24934789408417,0
77-0247-03,33150.90502480815,-51721.29424957628,27859.466093775936,-33859.701602199224,21481.849277369667,-43458.30250299598,-16994.277748164823,-9597.435601438347,-6371.659093684427,0
