111-0006-01,-2.1709371032719527,-1.2658352702082887,0.36108186003272286,-2.394272573054351,1.427808411225076,-1.685363185767043,1.1824576029298792,-0.9425903351147308,1
111-0007-01,-1.4340209186801929,-1.5086393737006063,1.405784513908532,-1.6012663183855251,-3.2166348934223863,-1.9861118456622722,2.015996757724388,1.3528715375721383,1
111-0014-01,-0.7954783722516203,-0.8044749314749641,1.0778077709597622,2.18811513188478,-0.10962531648983784,-0.7773341313106847,0.911922311477311,0.7313577224315515,1
111-0018-03,-1.5307677056176845,-2.107385061457104,0.5523357664533715,-2.6430888172622877,-1.2143585069236693,-1.983233736444037,0.949111761169061,4.639718016884601,1
111-0022-01,-0.23271018307767097,-0.5781424210172981,0.7509151277739253,1.607772745948055,0.871251649285321,-0.392058235693695,0.1918920774811452,0.07208872512187497,1
111-0025-01,-2.522901629987572,4.827460052444015,-1.9026404407968818,-2.1569781998987168,-2.9625878308388685,3.9172084785822956,5.548005750974995,-0.6722945352868249,2
111-0026-01,-2.101928811187065,-0.6257011537771371,-3.3807718869549164,-3.17139651555628,-1.6274396744169757,1.2069585729782633,0.38680561538047425,-2.5575727324357325,0
126-0017-02,-1.5230167015110923,-1.2780632230533728,3.0197053594705663,3.077096807306324,-2.0566808082285437,-3.09796643639867,0.9588001401045232,-1.9097742625687375,2
77-0155-01,-0.8605161607374361,-0.7618176457277722,3.0964059535178063,3.819590695539664,-2.1655183754372844,-2.4632913323897303,1.137146902349737,-2.0102282763013473,0
126-0021-02,13.997856703686452,-1.3966322030258127,-0.21393604928896462,-0.4029421302912506,-0.25714767632769875,0.2460636954946313,0.4567748036016647,-0.16815928376742775,0
77-0249-05,13.898718805119602,-1.0909033230768037,-0.084367716105958,-0.7408780277070985,-0.19155517077156362,0.42609999824860334,0.6455600865832268,-0.13078356774858346,2
126-0047-01,-2.331734913445995,-2.2601640406668837,0.19405995512934623,-1.8631480019644404,0.38643491890373494,-0.5322174927913901,-1.3058059226639929,4.325018326216138,1
126-0047-02,-1.4187950270981362,-1.595564863280181,-0.23688758161905563,-0.9381239440588962,3.2240872586677765,-0.601904361987824,-0.4863416373924522,-1.6997371329081121,1
126-0050-02,1.3849934450690091,9.614653419706695,5.5692382011387505,-3.1304077680679945,0.973101861755168,-0.3808449053390719,-3.359395075624701,-0.05773255558714235,0
126-0051-02,-2.341501226943544,0.48123333166811777,1.3173675204145736,-1.9735847120428132,2.142302576749777,-0.3117873376251049,-0.03858157981212528,-2.3371430214191755,2
126-0065-01,-0.6254679057622627,-1.218554349203967,-1.8376202337517173,-1.4630967970328561,-3.3170298564950267,0.20503661755169178,-3.3422036042686294,-0.03743674007681917,1
126-0065-02,-1.4214730306817007,-2.8393056939173005,2.109077559401174,1.7400867555360426,0.047128573528113976,5.291054841173996,-2.237011820216267,0.19451495515951253,0
126-0067-01,-1.5991062049694815,-1.5892181656760138,1.7725641388261106,2.381064494321514,-0.35121283779756235,5.297149160050677,-1.597106475500647,1.0122654020635116,2
126-0068-01,-2.092461874230356,-2.412786487274562,-1.4983328854983282,-1.6682021146842665,-0.9611141258836525,-0.683818033944549,-3.0643707167854983,-1.8951779777646383,1
126-0069-02,0.21823469580576435,1.5061324693637441,-0.8429582110125373,1.3437131944480483,1.4469306383744722,0.32746394126514644,1.2502019892263518,-0.031176132022009032,1
126-0072-01,-1.7278340809065706,-0.06408471871575656,-1.3771410015581116,1.228364250811419,-2.136271444139997,0.28313025113553647,-1.264493397429187,-1.0681910682038565,1
126-0072-02,-1.8584801062820604,-1.385093561078253,-0.44849597364521054,-1.4088676320837812,4.646279337520267,-0.4103672508619082,1.2863794206461197,-0.11293711847029654,2
