Sample Id,P17676,P01106,P84022,P04792,P36222,P06733,Q9BQB4,P41182,Q12841,Q8N6Q3,O43155,Q6UXK2,P01130,P19367,Q8N2S1,O43921,O95445,P01566,P01567,P52799,Q9HBX9,Q7L7L0,P01579,Q9NZH7,P05161,P62258,O14793,HCE000414,HCE004152,P01031...122,"P07357,P07358,P07360",P78556,P02743,Q9Y264,O00451,P09429,P01189...146,P13500,P14780,Q15303,P07900 P08238,P68402,Q05513,P19438,Q16288,P06732,P00533...197,P14210,P10809,P24592,Q16674,P16284,O15444,Q15465,Q9BZM4,P43026,P02745  P02746  P02747,P01024...236,O76093,P22362,Q96PD4,Q9GZX6,Q8NHW4,P80075,P09237,P00441,P02671 P02675 P02679...260,P50895,P78423,Q9Y5K2,P12956,O43291,P35590,P07947,Q16619,P20273,P05112,P05121,P02649...317,P99999,P08684,P41271,O15496,"P01215, P01229",Q9Y240...333,P18075,Q9Y6W8,Q13449,O14931,P18031,Q9Y336,P08697,P20810,Q9NNX6,P01584,P02144,P07477,P04275,P49771,P26718,Q9Y275,P12034,O60383,O95998,P01730,P50579,P22749,P22304,Q8NCW0,Q8TEU8,Q9Y5C1,Q15582,P09326,O76096,O75015,O43464,Q9HBG7,Q6ZVN8,P10646,Q03154,Q13554,O60911,Q9UBT3,Q16610,P41743,Q9P286,P20231,Q9NRR2,P51813,Q06187,Q8IU85,Q13557,Q8N1Q1,P32971,P68400,P02751...557,Q13261,P06213,P07948...571,Q15063,P51812,O75716,O43927,O60258,"P56199, P05556",Q16663,P10600,P29965,P20711,Q14012,Q9UHL4,P15586,O95711,Q9NX40,P55289,Q9BXR6,P11717,Q9BY79,P02768,P24298,P00747...664,Q02763,P19022,P01036,P09769,P49137,O00170,O95571,P25685,Q6UXD5,P13693,P63167,Q9UK53,P08620,P17213,O00175,P10767,Q99075,Q9NYY1,P34130,Q13219,P00747...768,P03952,P16109,P08253,Q13542,Q92688,P23528,Q9HAP6,P32004,Q99471,P25787,Q14498,Q8N3X6,P29401,P60174,Q9BXJ7,Q9BWV1,P0DJI8,P02741,Q8IZJ0,P26927,P03973,P35247,P07951,P62979...864,P43403,P05155,P01024...867,P20809,P13591,Q9GZN4,P45973,Q86Y22,P21217,O60880,P05231,P01374,P14061,Q07654,Q6UX06,Q70626,P27658,P31947,P29317,Q14019,P17174,O15467,"P01215,P01233","P69905, P68871","P06756, P18084",Q99731,O95994,P56211,P40121,Q14574,P24071,P22455,P78333,P15428,P38919,O75556,Q16539,P43490,P09936,P00558,Q15181,Q5JZY3,Q14956,Q8NHL6,Q9NZS2,Q9BZR6,Q04721,Q9UM47,Q96MS0,Q9H3T3,Q9UMF0,Q96DU3,O95185,Q02241,Q9UNP9,O00408,Q08499,P29353,Q9H1K4,P08246,P45379,P16870,Q9Y625,Q92956,Q8N0W4,P11309,P55291,Q9Y6Q6,P78324,P05413,P01160,Q13740,P07306,Q96KN2,Q5KU26,P54826,O60243,P08238,Q8NAC3,Q04609,P13598,Q9NQ25,P12931,P01133,P01138,P10636,P63104,P46952,P05089,P24534,Q15056,O95389,P0CG47,Q96HD1,Q12907,Q00872,P16860...1267,P18509...1271,P37840,P01241,Q12805,P50461,P17181,P08962,O95825,Q9UBX1,Target
111-0006-01,9513.2,6014.8,2733.2,3673.7,5381.7,27639.6,6959.2,19596.1,20478.5,6391.0,4892.9,31921.1,557.6,4462.8,4801.9,6737.0,261.0,105.1,12124.1,1509.5,8485.6,5942.8,574.6,516.7,854.1,1587.9,104860.0,33913.5,5997.8,3540.9,47596.4,14530.0,19118.2,29655.3,8351.9,5942.1,32828.5,14732.4,13971.2,130.2,35036.0,16097.8,5893.0,5997.6,3254.5,21332.6,490.3,4268.7,3556.9,3093.0,461.2,89.7,30783.7,157898.2,7075.8,29091.7,33060.4,136369.8,7363.2,209.1,299.6,35561.3,1221.9,12446.6,5622.7,122644.1,5553.9,8111.9,18363.3,7015.0,62395.1,6622.1,1172.8,170987.9,8521.2,11195.5,268.9,41256.4,48681.2,4808.1,4568.1,280.6,5529.3,177850.6,8748.8,14003.4,6131.9,16209.7,5212.8,179.1,21034.0,1461.3,35622.2,33570.4,14119.2,18323.6,7796.9,763.9,12506.0,5723.7,64769.7,8518.9,3892.0,71145.1,398.7,14196.4,2724.5,3150.3,3051.9,3910.2,32246.7,7261.7,5361.6,5390.1,196.5,24208.7,7630.7,8225.4,19630.2,86329.9,7530.3,7494.9,12693.8,3604.3,21156.9,44647.3,96.0,12467.4,12331.7,899.6,4723.7,6170.3,1268.4,125.3,6611.5,62642.3,10923.8,27122.5,3301.8,6050.5,18243.9,256.9,5246.0,9146.3,255.9,3225.9,2436.3,19048.9,2679.0,7480.9,7698.5,3076.6,4903.8,2745.8,3675.7,25065.5,3935.5,7911.2,11921.7,7417.3,1155.5,2124.4,1258.1,3900.4,3904.6,291.0,38897.3,37366.5,7897.1,2682.1,621.7,7592.0,227.5,3630.2,63517.3,17010.4,4429.8,1308.4,12613.4,6508.7,14641.3,30845.2,7103.2,24721.0,202912.4,4438.2,3303.7,13776.3,10927.1,8234.1,8757.5,1133.4,714.3,11433.4,2227.8,11416.5,7160.8,8557.5,958.9,2840.8,2299.4,17502.5,9391.8,4246.6,615.7,5773.4,5018.3,718.2,89539.3,19070.6,4975.3,13015.8,12046.3,12235.7,7407.7,5253.3,424.1,958.8,2349.3,19111.5,1864.8,1189.9,18993.7,4322.7,1706.0,47724.4,5685.5,15628.8,470.3,1751.2,51887.6,10864.6,17982.6,86994.2,2645.2,2997.0,497.3,26637.2,15114.6,2345.9,92901.9,582.6,34916.2,4751.7,4079.1,8658.7,2302.0,13956.1,2349.8,5690.4,4243.7,495.9,17636.0,36258.5,4117.1,14111.5,5597.6,4071.6,8538.4,2315.6,17428.3,4158.4,5124.4,6375.9,17625.3,109014.2,119939.9,11061.2,2401.7,2245.4,32811.7,7762.4,3570.0,8247.0,4505.1,3918.0,9726.2,3291.4,2962.9,4412.3,996.7,25673.6,13267.5,549.5,47526.7,20607.9,35061.4,9891.7,2303.6,1416.7,9765.5,40038.4,2654.4,41321.1,1941.3,8500.0,5047.8,1603.7,5002.2,9246.4,27857.1,4969.8,20821.8,4145.8,11191.2,462.2,2600.0,26034.2,2870.6,13252.5,32102.0,6449.3,1
111-0007-01,6430.3,7568.1,3413.3,3363.8,8512.0,23204.8,6704.5,20260.3,19874.8,9345.6,5061.0,34623.5,618.9,8295.9,3367.7,4654.6,280.7,203.2,11129.6,1908.1,9073.3,6774.5,198.7,398.1,695.4,2323.3,96460.2,31009.8,6782.4,3983.8,49093.1,15075.0,19518.3,32842.4,13281.3,5966.1,32505.8,25056.3,10331.6,131.2,19244.8,15537.0,7501.3,4434.5,3213.9,19944.0,402.2,4257.7,3736.0,3667.8,636.1,88.6,37579.5,135050.1,6793.8,28710.3,31767.5,110536.8,4237.3,392.1,387.1,50931.0,1027.7,15292.7,9219.1,114569.5,3260.0,8355.6,15380.4,4716.7,62311.5,6515.8,1191.4,153140.6,14139.2,6682.3,296.0,38113.5,44781.6,5657.4,3008.4,273.9,6670.1,167849.7,9825.3,6953.5,4939.0,26513.2,4750.4,8145.5,18301.6,1098.0,28249.1,33844.5,24256.9,21601.1,29902.1,623.6,12822.5,5822.1,71235.2,8701.4,3301.4,82062.1,679.1,22083.8,4337.1,2448.9,1008.8,4248.1,28901.4,7416.0,4913.3,4631.7,189.7,22607.0,8077.5,7994.6,18286.3,76156.0,8929.2,7807.4,13749.1,7966.6,26964.4,59479.0,103.7,12640.0,12898.2,962.8,7028.1,6209.5,1175.1,131.4,6075.6,88003.9,7645.2,24478.7,3826.3,5309.2,30369.9,284.3,5019.0,7375.1,1661.4,6381.9,5373.7,26395.6,1776.8,7157.0,9165.9,1684.4,5692.3,5810.7,4947.1,24673.0,5035.0,6011.6,8604.6,7742.8,1199.5,1341.0,1111.4,2256.0,5665.7,359.7,50287.0,48816.3,9347.9,3171.2,704.6,7466.8,256.0,3322.9,69824.5,18786.0,20249.7,4250.7,12645.0,6461.2,37816.3,28619.4,10570.1,30893.3,166796.8,5727.8,3177.1,19329.3,12680.4,8373.6,11731.0,1139.1,1993.9,13505.9,2801.7,10167.6,6524.7,10689.6,2125.3,992.4,2634.8,15890.4,15795.7,2941.4,596.3,5408.8,8202.6,1472.1,88169.2,23737.6,9173.4,3903.2,11298.4,22100.9,2511.7,4412.7,315.0,1190.5,2820.5,18894.3,3520.9,663.5,22027.8,3660.2,974.8,55894.7,7205.2,194.5,2020.7,5053.5,45712.2,12256.3,21546.9,69171.0,1869.0,2983.7,63191.1,27969.3,14099.3,2345.2,83780.8,625.4,27479.2,5170.8,4226.9,9017.6,1871.7,13286.1,433.7,4485.5,3886.3,70990.3,16738.1,21712.8,2591.8,13352.1,13116.9,4830.1,6666.5,2251.7,16563.2,5199.9,5570.6,9176.3,20108.4,83660.6,95434.7,11149.6,3241.2,2280.8,37216.5,7797.2,3705.3,8103.7,4966.3,5499.0,9816.6,3439.8,4334.4,2881.6,661.6,31748.8,15193.9,503.0,48217.7,36431.2,29770.6,12765.6,2083.8,1010.4,9608.5,46857.9,2788.0,40848.1,2720.2,9545.2,5964.6,4342.6,4243.7,11495.4,29030.0,1197.7,22647.5,3668.5,7856.1,372.2,3176.4,27908.4,1170.3,7461.3,37446.7,1868.0,1
111-0014-01,13114.9,5102.4,2891.4,5985.8,9212.0,23444.3,10464.3,16605.1,19631.8,5583.8,3689.3,34684.9,443.6,4635.8,4107.9,5173.6,211.3,97.5,9228.5,703.7,7721.3,4678.9,227.4,1018.4,625.4,586.7,116569.4,33126.4,6328.5,5179.3,52572.2,23928.4,14394.7,32380.3,5331.1,7449.6,41756.3,14514.9,17560.8,139.4,16397.5,12349.9,6757.5,4917.7,2750.3,22253.3,282.9,3916.8,4706.1,3274.9,1231.8,86.2,39962.6,176704.5,4238.1,26742.5,38608.9,146130.0,4114.8,1659.5,307.5,30235.0,1283.0,6054.2,7331.4,126398.2,6695.2,7726.3,10686.1,4574.9,50165.8,7553.9,964.6,201997.3,7556.7,5340.7,283.8,54046.0,66602.4,4730.1,2768.4,263.0,5040.8,180260.2,7249.8,8111.6,4460.8,17445.8,3042.6,15314.9,16417.5,559.2,18518.1,36801.5,17302.2,21724.4,15181.3,562.2,18741.8,8026.7,70426.0,9254.2,1766.2,88129.0,382.7,21042.7,5851.2,2467.2,3074.1,4615.9,26945.9,8568.3,2636.7,2421.5,158.3,24867.9,8407.2,9149.5,10679.8,83818.7,4676.5,6668.5,12151.7,4758.7,28329.5,37503.3,119.7,12687.2,9600.5,1208.1,5838.6,7761.7,1513.2,129.9,1344.5,65872.6,6781.0,21610.7,3527.0,1899.5,17731.9,297.3,5124.1,2658.1,1365.0,3356.6,1913.8,17939.5,1745.1,8957.1,10689.2,1707.9,5688.3,3118.8,4860.8,23532.0,5067.3,4836.4,10900.8,8367.7,2153.1,1772.4,13665.9,3872.6,6674.1,303.3,47047.4,42696.9,10360.2,3753.1,785.0,6926.3,234.1,3406.6,89855.3,26845.2,4380.7,4512.6,12958.6,3872.3,15277.4,26267.4,10044.6,26007.5,197752.8,4887.3,3141.6,17016.2,13303.0,10150.3,10171.4,1264.7,1638.6,13423.3,2769.6,9800.2,12028.0,8855.7,13955.6,1964.3,2770.5,14478.5,6923.0,1900.6,534.9,7808.6,12406.5,1132.7,118755.7,15855.1,5930.2,8186.0,7039.0,16122.6,1753.4,3089.1,247.9,738.1,3485.5,16340.4,2628.5,1118.0,27597.1,3823.7,914.2,58990.7,11036.4,185.5,285.3,10973.5,44219.7,9698.9,13740.5,11737.5,1865.1,2452.8,596.3,28256.7,17527.9,1895.0,112051.3,784.2,22311.7,5380.1,3186.5,6393.8,2583.6,9467.5,463.3,4987.2,6604.9,369.9,17057.5,25560.6,4103.3,12306.6,9986.5,4097.1,8260.9,1681.7,17711.6,4510.4,5593.2,9475.5,15364.9,131572.1,126302.1,12222.7,1943.9,3286.1,28038.4,6883.9,2855.9,3747.9,6923.3,2061.9,9441.8,2268.1,3897.2,3933.0,1167.7,29765.9,16522.9,429.1,29456.2,30253.5,39042.5,12000.0,2391.4,2430.6,14198.8,47777.7,2429.0,46007.3,1699.7,9912.2,5063.4,2600.9,4161.2,10482.6,39336.8,1840.7,24068.2,2530.7,6278.3,4448.0,3916.3,22725.9,1160.6,8647.7,30467.0,2151.1,1
111-0018-03,7040.0,6107.4,2791.8,5194.7,8399.1,26052.8,21626.9,22489.8,31571.4,6177.9,3888.3,15589.3,599.7,5598.0,3119.2,4755.0,291.0,194.5,13237.4,1010.3,12396.6,4068.1,233.8,583.0,679.2,677.1,112930.9,35506.3,5758.1,4349.1,53104.3,17762.2,13592.3,43276.8,8114.2,7136.5,36260.2,22841.1,9930.1,113.0,32609.7,14154.0,8776.2,5661.2,3795.2,22810.1,305.5,4590.8,4505.9,6151.8,1336.3,90.9,33172.6,208670.9,4262.0,26907.7,64105.4,167530.6,2390.6,2166.9,532.8,52441.2,986.8,10664.8,6766.3,146794.5,3056.9,9955.7,8773.9,5800.1,55427.1,7023.8,933.2,193942.3,6484.4,5678.8,309.0,44160.7,63263.2,5385.6,2571.8,247.3,5184.7,203820.5,9118.5,5540.7,5659.6,19817.9,4529.0,12246.6,21171.3,1442.7,28495.8,39305.3,28618.9,33853.5,43708.9,554.1,14249.6,5284.8,70333.4,9724.8,3819.7,97627.6,1871.0,19680.2,7065.8,2934.6,1380.2,5548.8,36894.8,11545.1,6491.7,3485.2,107.2,33555.5,10517.0,11056.9,25988.9,91986.1,9219.7,7945.8,16114.0,2962.3,24892.8,70858.6,117.9,12300.4,20955.9,906.8,4145.9,4766.4,1277.9,124.7,9754.0,127204.6,9211.1,25570.5,4903.7,5438.2,21527.6,288.4,8235.5,4501.5,3336.5,4725.0,1028.9,25218.1,1531.2,9046.8,10707.7,1532.2,4825.3,5469.8,5759.5,26462.1,5700.0,5442.3,9927.6,7119.0,1587.5,1547.4,768.6,3055.7,5024.6,520.5,55837.0,51400.8,12538.7,2430.4,729.1,6163.8,239.9,5789.2,95145.7,22741.6,22186.1,29.0,5920.0,5263.2,27434.5,21500.7,11818.8,30980.0,230611.2,5048.7,2592.9,11617.0,13303.5,8115.8,12269.7,851.9,1659.7,15052.1,3088.3,12200.1,7184.1,8745.5,2633.6,2073.7,4555.1,15075.9,13086.4,3172.8,575.0,7547.2,9432.1,965.4,109144.0,15206.7,6852.6,8695.6,9422.3,14837.3,2089.4,4424.7,216.1,831.1,3363.6,20540.1,2728.9,1325.6,22166.8,3389.3,1382.2,57878.3,10248.6,1176.4,250.0,4386.3,51859.1,9780.5,25752.1,71802.3,1288.5,4569.6,1794.0,32916.5,21604.7,2277.1,138443.5,682.9,30806.5,4390.4,4296.8,8080.1,1989.7,14458.5,387.3,4964.9,3698.7,335.7,18822.8,21402.6,4478.1,16046.9,10130.0,5185.1,5335.5,2550.0,21691.2,5783.4,5322.6,7738.1,15581.9,126119.3,107795.9,10930.2,2792.5,2419.6,42480.0,8053.1,3107.3,7540.8,6041.9,2999.8,9468.4,2480.3,2919.0,3807.6,723.7,28480.1,20375.1,510.2,56835.4,31293.9,55573.3,11365.1,2217.1,1160.2,13503.8,45268.9,2865.7,53282.6,1806.4,9272.5,4442.3,3350.9,4777.0,7992.3,33246.7,1665.5,23629.0,1854.1,9649.8,331.4,714.3,49027.7,1220.1,7842.5,34982.0,6451.5,1
111-0022-01,11188.8,5590.0,3486.4,6999.0,9183.0,21861.4,11500.8,17415.7,18713.7,4167.0,3956.6,35027.0,391.3,6846.0,5390.7,5867.1,234.0,106.5,9171.1,1386.3,6552.0,2944.8,241.4,1061.3,675.5,849.7,115864.9,36118.2,5583.1,4322.7,50821.0,21073.9,13162.0,31912.6,6302.0,7552.9,41230.9,12898.1,14085.6,134.8,14324.2,10693.7,6722.8,4982.2,4243.0,25541.5,302.9,3274.5,5840.1,3789.5,1845.2,173.7,38213.0,170430.9,3165.1,23972.3,51968.8,159016.3,2312.0,582.7,2990.0,30237.9,1173.9,9383.2,5361.1,113714.4,5299.0,6345.6,7340.9,4900.1,57180.9,5441.3,896.5,189439.5,6638.6,8535.7,332.1,48118.2,60919.4,5202.7,2306.4,4543.9,5690.0,189227.7,6318.8,10622.0,5669.2,13307.1,4662.5,14098.8,17163.1,451.2,35975.1,34535.4,12497.3,19044.1,11128.5,563.6,19103.5,7078.9,66620.2,11432.6,2614.8,98623.6,386.4,15392.6,4673.1,3440.4,1861.1,4128.9,24383.3,9940.8,2817.9,3094.0,3422.9,23541.0,9084.3,13580.8,15693.9,81746.2,7732.2,4333.9,11470.9,3977.7,27361.3,44875.6,98.7,12463.0,13036.8,1097.5,4291.9,6443.1,1505.0,132.8,5119.7,61134.1,6795.6,21526.2,3953.1,2120.7,25376.7,291.2,5353.2,2172.1,1653.2,2350.9,2085.3,15680.9,2471.1,11215.9,11072.4,3417.8,4243.1,2497.1,4549.5,24779.8,5064.5,4702.1,10250.2,7436.5,1905.7,1909.6,3708.5,3557.8,4985.8,342.2,49285.4,43504.1,10151.1,3125.5,3492.4,7579.7,250.3,4830.9,67700.3,23807.6,3522.3,667.1,6135.3,4189.5,13773.0,24663.1,7611.7,22716.3,210146.3,4889.4,3896.2,11947.3,12849.7,7517.4,11028.5,1048.4,1386.1,14210.5,2864.4,9210.3,14031.6,6094.2,19589.9,979.8,2414.2,13551.5,7423.4,2994.8,544.4,7052.2,8176.6,1650.2,117368.0,16589.2,5525.0,8874.8,7428.4,10102.0,3841.0,3652.6,267.1,678.8,3367.8,15473.0,1975.4,692.0,26165.1,4080.3,1093.8,58480.1,12569.8,320.7,199.8,7842.3,42233.5,9298.7,10861.9,103978.0,1340.2,4928.9,395.7,24681.5,17190.4,2177.6,111155.8,326.3,22648.4,3691.3,3775.8,4989.1,1836.6,10690.0,460.0,5101.7,3227.8,375.3,15765.9,23010.3,3467.6,12602.2,10965.9,2947.0,9443.3,1361.0,19853.5,3576.4,4614.4,7819.1,25990.7,130297.1,126334.1,10880.5,1897.8,2851.7,29149.9,6383.5,3300.0,6263.6,11859.3,2973.8,9698.6,2451.7,5338.4,5441.9,1359.0,27054.0,17650.5,434.0,49802.3,29647.2,52767.9,11916.9,2584.9,1745.5,15583.4,49606.0,1688.9,52442.1,1910.3,10227.4,5203.4,3244.1,4881.8,8576.9,34721.5,1257.0,27668.4,1908.6,7991.8,410.0,2439.4,19834.0,1974.7,11540.5,32986.1,1476.2,1
111-0025-01,9727.1,13172.0,11056.1,2311.3,14445.0,19729.9,5977.1,16945.2,18268.8,3507.2,4571.7,14441.9,702.9,6221.3,3727.8,5055.4,290.9,99.4,11890.2,1124.5,8086.7,3284.5,175.8,513.0,763.6,663.6,108821.4,30385.1,5862.7,5691.5,52905.4,15153.5,22781.8,31968.1,8980.9,5430.6,36705.2,18203.4,12830.5,146.2,16305.6,12151.8,12581.4,6058.3,3401.0,20250.7,372.7,14307.6,3016.9,2982.7,607.0,132.6,38130.7,180211.2,5554.1,34025.4,40619.5,127123.9,1190.5,596.4,401.8,43919.4,990.3,19920.4,14790.7,139789.9,2917.9,7726.1,10739.4,7630.9,43464.1,6652.9,1838.8,179803.8,8151.9,9710.5,242.9,57353.1,70865.3,6700.0,2225.6,323.1,4839.4,198846.1,10645.0,14013.5,5004.2,12924.8,4568.3,223.8,15751.7,484.1,21127.0,31770.0,42149.3,29243.4,22493.0,4564.1,18993.8,4040.1,56092.2,9449.5,1794.8,88943.9,467.6,19870.1,4500.2,3218.3,1593.6,2937.2,37958.3,6857.0,3052.7,2306.0,248.0,24314.0,7865.6,7684.7,11226.7,83645.8,5521.1,7687.1,19387.6,4740.6,61357.7,73366.2,94.8,22281.1,9619.2,762.9,13432.4,17523.4,2061.4,151.5,8107.9,97096.8,6221.8,23501.9,2795.3,5956.8,18736.9,231.4,7989.9,11917.9,170.1,1886.1,2466.9,27171.5,2616.7,19045.1,11708.8,3782.7,4101.9,4658.4,7757.0,19550.4,6901.5,6097.7,8963.9,7584.6,1641.8,1867.7,1410.1,39982.6,10261.7,283.7,83841.7,109938.7,15538.3,12561.1,668.9,19228.1,318.5,4392.2,64785.8,21725.6,22527.2,15344.9,9972.4,8062.7,39927.1,21531.9,8176.0,36352.7,193490.7,8763.5,5936.3,40819.2,29248.2,23970.2,17579.6,2925.6,3762.1,26619.8,6215.7,8675.7,96758.1,15202.1,971.2,2236.3,5719.9,12698.8,12497.9,1553.1,815.0,4707.3,7678.3,836.7,144594.5,16288.1,10841.1,13495.2,5210.9,30885.4,4545.0,3564.0,229.8,2309.7,2425.5,15746.8,2965.2,8964.7,23927.4,6347.7,823.0,35428.9,5456.1,350.8,1541.5,794.1,52723.5,9038.4,17903.8,44506.2,4587.6,2036.8,417.2,30930.0,18076.6,4718.1,96477.3,446.7,26248.1,11974.9,7407.6,12527.3,4593.0,13427.1,386.2,6264.1,4795.1,382.0,17220.7,29306.6,3954.2,14721.0,12265.7,4718.5,8317.7,1942.3,36767.9,20691.0,12183.2,19421.1,16919.8,136778.4,106574.4,15222.9,3252.7,2262.5,24507.8,17326.7,4996.4,7344.0,3687.7,1615.5,11325.8,2048.7,1651.8,4208.4,10116.0,63597.0,26617.7,477.7,48500.8,31185.0,40086.8,29969.0,5006.3,1545.7,8762.0,90829.1,2620.2,53935.1,5669.8,21294.7,13326.4,1372.4,4354.0,5583.4,34260.0,549.1,63063.1,6747.3,6606.7,487.0,1703.1,26806.2,2511.9,15285.0,39074.1,6617.6,2
111-0026-01,14418.7,4333.1,1770.7,2863.3,9448.2,20849.9,6877.1,19431.8,19097.0,5228.8,4567.9,16005.5,711.2,6031.0,4777.8,5954.5,294.8,2226.5,11482.4,799.8,8734.9,9636.2,203.6,1274.8,803.1,754.3,103768.2,35183.2,6173.4,4760.7,50457.0,14253.4,24058.3,35721.4,11295.0,5310.1,31141.6,23124.8,14740.0,134.6,15341.0,14419.9,8590.9,5985.0,5153.3,21903.8,467.4,4167.5,3669.1,3880.4,723.7,128.2,39416.6,163808.6,5834.4,23210.2,79603.8,197545.9,5585.2,446.4,610.2,66892.3,1216.5,18654.6,11315.0,141133.8,4077.7,8643.6,12830.1,8210.7,67020.0,8322.8,1243.5,196451.9,7083.2,10223.9,279.6,54806.9,62903.5,5943.6,2474.3,318.6,4410.3,193994.8,12352.7,9736.5,4981.0,16467.4,4973.8,279.7,18567.1,648.5,21962.7,37065.5,47170.9,26836.9,18200.8,8016.8,19281.0,4808.9,54521.7,8212.5,2188.4,83739.6,608.5,21454.0,6022.4,3092.7,1458.9,3869.6,37773.7,7743.3,3791.0,2378.1,176.2,29683.3,9556.1,10527.4,16555.8,82053.3,3996.7,7508.8,20190.3,4527.0,12759.5,69922.4,97.5,10661.3,12176.9,832.6,2082.4,4811.1,2611.3,128.9,6680.6,87314.3,7076.0,25101.2,2816.6,6291.2,30845.6,261.7,9464.7,11663.9,1150.4,2585.7,4066.1,25692.5,1948.5,4955.8,11293.7,4196.6,4745.9,6540.4,4208.1,20268.8,4547.5,5909.5,11562.7,8174.1,1020.7,1886.2,1333.8,7556.6,2192.2,339.3,36247.0,46076.1,11568.0,2587.5,665.2,6132.3,286.4,4100.4,74191.3,20107.9,11817.2,1046.3,13430.2,9069.2,31593.3,23634.3,15023.9,44423.8,190503.0,5236.2,3757.5,10933.3,10649.7,7905.8,9662.5,1975.8,1641.3,14298.3,3002.7,10438.1,5499.4,9740.4,929.7,3101.4,5827.5,13688.7,17507.8,1777.0,652.8,5352.4,10726.8,786.8,123481.9,17325.3,8761.2,15110.2,6765.5,26572.1,4945.5,4686.9,268.1,1543.5,2737.2,16384.8,2469.8,1132.4,25482.8,7744.7,1064.0,43668.5,5012.9,202.1,1355.3,1895.0,58449.0,12364.0,23202.4,47727.6,6472.4,2328.2,614.5,32465.0,22016.0,4376.7,104472.8,412.8,31067.1,9149.5,4243.6,9567.3,4032.4,16189.0,426.2,7560.3,5494.5,534.9,19417.6,34947.0,3951.8,14671.2,16317.7,3318.9,12260.5,2831.9,33932.5,2199.6,4145.3,4411.7,18053.5,128839.1,108774.7,12642.4,3840.8,2146.4,26613.4,5831.0,4846.4,7942.9,2509.4,2093.6,12724.8,2029.0,1115.4,4503.8,550.0,19109.9,16563.2,588.9,54113.6,28829.5,52186.7,4121.4,2649.2,1484.9,11552.8,26816.9,4452.3,38891.9,2533.3,5708.4,4940.3,2745.4,4755.0,7838.4,39610.1,746.7,14734.2,3225.7,11246.6,426.2,386.6,39212.4,4117.1,18327.6,34253.8,5354.0,0
126-0017-02,10963.1,5167.9,2222.8,8101.6,9847.7,29781.5,4448.0,16100.0,21121.2,6640.0,6063.0,30147.7,754.9,4982.6,3870.2,4849.6,251.0,120.1,10881.3,847.7,9425.9,2333.6,188.9,576.1,819.5,513.8,100117.9,29075.5,7127.8,6463.6,48493.7,27905.4,11174.7,28973.7,7382.4,5365.2,37328.5,36980.2,12693.5,157.3,12283.1,16418.7,8273.4,4602.3,1002.6,20545.7,322.5,2935.6,4118.4,4296.3,571.6,95.6,39157.8,102718.7,4022.0,20736.4,67372.3,149136.9,5315.3,262.5,317.2,68366.7,1024.5,9187.3,7073.1,117170.6,4388.6,10899.4,6109.9,4192.8,65054.5,9385.5,1202.3,157955.5,4771.4,8407.9,284.8,61826.3,70047.0,6810.7,2737.6,314.2,5679.8,157007.5,6672.2,16629.6,4067.9,23650.6,4589.2,11490.8,14080.8,11019.7,22557.9,32054.9,17769.5,24258.2,12725.4,599.4,16859.9,5851.9,68872.4,9681.9,605.2,71358.0,452.3,19778.6,4581.9,1922.9,1062.9,4050.1,30573.3,7960.2,1263.3,2503.1,74.9,21392.3,7918.0,9746.9,11161.1,71352.0,5258.6,5882.4,11772.8,4639.7,15300.8,54763.4,2211.0,12149.1,12596.6,1062.5,3531.7,5650.5,1315.4,138.9,11438.9,55838.9,10783.9,22321.4,3114.3,5748.4,23664.1,292.9,8814.9,7278.3,2692.7,6862.3,2118.2,22341.6,1979.7,6771.6,7226.2,3857.8,5373.5,8895.3,3875.9,26625.0,3926.1,6297.6,8306.8,7623.9,1306.0,2026.2,471.9,7963.3,2720.1,224.0,37885.0,48425.8,10301.7,2831.7,708.5,6526.4,251.2,4008.4,93586.8,21984.2,3435.7,400.9,8515.2,4156.3,20536.2,34249.8,14889.2,25191.3,169444.9,6628.0,4320.8,12596.8,12687.4,7884.3,18006.8,1674.5,1582.2,13290.6,2725.7,8918.0,12264.2,8425.5,13012.0,2638.7,889.9,10759.6,12561.6,2682.8,548.5,5970.6,12965.8,1527.6,85455.9,22779.7,7770.5,9980.1,9059.1,16571.9,3499.9,3318.9,237.2,746.0,2164.0,15972.0,2603.7,764.2,21598.0,4070.6,1162.7,45690.6,12490.7,247.3,489.9,253.9,43259.6,11458.6,19666.8,70708.0,4152.5,2432.2,651.8,27745.0,14303.1,3118.0,88311.6,1147.9,22208.5,6386.6,3367.3,8939.6,3105.8,10259.3,946.3,2890.9,2950.8,362.5,18151.8,31449.3,5182.5,18541.6,8167.0,3545.1,7463.3,2464.5,22847.6,2578.5,5240.2,5195.8,21884.9,116404.1,108959.6,10732.6,3036.0,4671.4,26869.7,6189.7,4276.9,3719.8,13202.0,2111.2,9899.1,3075.4,7027.5,4442.2,1118.7,20334.0,17534.8,451.9,53401.2,25831.5,17809.5,7048.2,2159.3,2503.4,11343.7,33183.5,3045.7,41456.3,2198.3,8178.0,5591.4,5090.8,5291.4,9993.6,45033.0,500.5,14961.0,4693.7,5763.5,229.8,7083.4,44712.5,906.4,7526.6,39696.9,2356.4,2
