111-0035-01,-3387.652260649576,86691.05977709685,-23514.820323748358,-36338.595205044796,34598.37091435408,62155.69271607739,11233.774509167248,-29818.436167465905,-33374.39598046231,14590.514848375273,4800.419285399987,-6032.457099601866,2354.1997772303157,11485.664318931147,1610.5632901059773,-8498.959775136762,-15922.61253328175,-17170.144469408857,5035.112258664305,2346.295884076747,-2874.515947566688,1180.3057670565756,0.0,1
111-0044-01,195400.61779665833,-81756.97383381177,-36245.0487254627,-17812.941699338873,17863.42582504359,-37315.4978311901,-12564.150975192506,-11657.462161513167,-24999.035969267585,29024.568784447696,1334.375391758975,-1627.2909528147918,20115.178748147115,761.9256753291925,-5369.4157865820935,-1083.8219198553113,4752.561549625098,931.8374625193054,-5002.108561334553,3041.840385909897,1359.0707988311174,2075.8246893469395,0.0,1
111-049-01,131776.39324217915,94857.85765593317,87160.67979263118,82133.50454404973,6690.313408707599,-8370.120964366964,56056.799909734684,4729.615230668307,3447.5404406319776,1594.5412044820282,-4971.547579691182,-117.03659824272258,-6899.575766867387,-1602.9151307458392,2968.574312059795,473.331220762677,964.157832125558,1031.4793589476142,-1068.9677241076395,-914.4284405298044,-227.41123516843592,85.36021249450206,0.0,1
126-0005-01,-23585.643905968802,-50569.525091409814,-24709.20706677996,33895.286872513294,26933.20719371457,9292.959372506812,943.9890004432026,-2526.7827582869804,-13155.740280333475,-8653.10345976951,-34782.01108531617,-35455.77524653931,-20163.383958015496,-6112.501816625683,-20922.304615702582,10830.64029867517,-13806.792636586459,14337.497521535906,-205.08005734116873,4999.489587066974,-6190.8685771117425,-2878.518917032783,0.0,0
126-0017-02,118364.14171659951,-19214.095060822947,-13459.304246155054,-80553.19671995529,-13524.128747165247,45616.714891981544,19791.75015443865,16544.996649317556,32179.1366231621,-27204.457678116152,25277.097965471767,-7946.775645019125,-21428.017574145517,-10979.593840871601,1082.5080186841685,3412.128106527444,965.2553054420815,2771.4750706944415,-3086.904802863328,4182.5631200753905,-449.3320728688945,-807.3034873367714,0.0,2
77-0155-01,-56211.50133167452,7831.14579953492,32800.68830007439,-45008.54744473368,-16130.256364723615,35209.674879711296,27614.338545441708,-9855.241555998322,-3137.4264256432925,17942.37021341031,-23438.067113641628,-15635.309565079893,24239.410927560228,-13668.803080370086,4010.844819423847,2371.3527848568388,28110.922431665316,13323.300894842923,7547.422088061996,-6061.681383235052,-1254.4559369467809,-737.0558891033434,0.0,0
126-0021-02,-57923.25060376164,-80958.50855563887,44060.25772349309,25651.664657969563,28091.56794970865,4429.464986875383,72.72318933819322,5583.727442197075,19513.223809049858,8337.649425118492,20150.16274417277,-23633.299538208426,-1153.8410151555136,-1573.5180378216687,1986.178283096006,-11287.289343253184,-3358.7603320804556,-5356.6465009281965,8643.751504603102,-1553.6756412285822,5393.754225277089,15932.687546435458,0.0,2
77-0249-05,-32621.37408053489,-81916.41981974075,36677.56425824471,31179.080696514433,30350.49214052357,14340.703802016986,-7401.519450219404,2148.1438583297,12979.24593878859,5279.249558227547,21205.66967172295,-4383.768082849582,13122.86838925467,6840.753371255713,21593.29642639277,-11163.801960213501,-3155.6630507864356,-2126.277936933843,-6218.41588374528,920.0343826909625,-8456.113748606334,-14685.198413051558,0.0,0
126-0029-02,-31853.585763418367,-16313.63223797249,-58142.373582438035,5240.910818084435,10893.195471805671,-15440.640066072352,35165.82317612402,55217.39490267828,-29025.127825662817,-12042.926081487982,-10882.027288167046,17463.259432491814,2406.8668145429024,-30578.878386808454,11309.974149077701,-13495.646242008977,-4198.496534638709,-7228.7000104594445,6129.518400061806,-3672.9008315947813,893.3120357913624,-413.8340499683396,0.0,1
126-0044-01,-14147.502515209493,82894.98315665989,-7115.394916085654,-47057.211016641115,43172.781042684845,-35990.25138976211,-23612.94738198931,33194.57729648058,11971.88751403079,10978.691871783041,-823.5803332476455,1749.3939660165138,-2449.706354379557,22958.263281920557,7492.391627329811,-10077.43303475797,-6985.174970513783,25490.054426701252,1244.6185643723652,-5046.699469628514,-2226.572240411246,1823.1830263826155,0.0,1
