111-0035-01,-43.97504055041444,-17.73712495300253,-13.63324841087013,36.679004473174345,25.444653282303797,11.763714436852865,18.677321243794694,-7.359365890762748,-9.207374432999508,-7.15800729955194,-2.1057198906072196,13.882594085228401,-8.424478313251047,1
111-0044-01,-43.385191942579006,-15.478169703235114,-11.929105550895327,-13.19237490891899,0.4854506049934921,-10.634297868464628,-4.047103718378595,-6.325982158700639,-5.696344454459973,15.170762557324082,-12.361826989422083,3.910364610865412,-26.462569827929745,1
111-049-01,-43.552894403579714,-16.041370989931586,-12.261633393959494,-11.015707718512825,-0.13730910391040727,-6.1822740116444095,3.201830666537933,6.611604899215206,-0.1688184210355433,-5.020912713533629,1.079530820359601,-1.4383396204493981,3.643996007021086,1
126-0005-01,-37.452249068101736,336.1210563059605,-53.29442065015506,0.4814245346070554,0.7121766564424874,0.6757742955581695,0.7727738551167311,0.42878372031764894,-0.37532379030367546,-0.26206068100347724,-0.5320142446249582,-0.0927432648526516,0.11531850246309613,0
126-0017-02,-42.40673996358336,-17.81406411877585,-14.09842629206984,62.90871583317289,-19.246055570290434,6.255439830584162,17.121519582011047,2.916663072898347,-0.9021674630013511,2.210933482126379,-2.0099869802627346,-1.7003013682030441,11.88239548487547,2
77-0155-01,-44.137731957187306,-16.435327155756053,-14.174488286364717,65.61787287225627,-1.9904676961732863,0.6284611314361397,-12.057646448017202,14.889763735884648,-6.948441992585877,19.23777448048816,9.551366681844579,-4.19394017197824,-3.478213076674586,0
126-0021-02,-43.658560774120495,-15.267089454805328,-11.690329136286534,-16.872400131325552,-6.6375450814595,4.094470894739008,4.084821171642617,23.178826190961043,2.2823000329728353,4.505216272691091,1.7894718313180769,-5.515801963639879,-10.865993273857702,2
77-0249-05,-39.81545412537323,-9.774057530872238,-9.525617815938991,-11.66687303130202,2.472223976076588,-6.311866728471661,-3.495645317197825,2.9938788315560587,21.436278947465365,31.832854755514685,18.987180994051574,23.332809791081225,1.1183433245221561,0
126-0029-02,-40.50652805167629,-11.968721827403815,-11.860065636173815,-2.7026931710171573,-10.815362341572692,6.243016727451725,-24.699066901712552,-4.752749930061574,25.858852121742416,-12.926294440611382,3.691022046203599,0.9138434956232377,-5.302995643029665,0
126-0044-01,-43.82805635619348,-16.64882761488929,-13.343791896859559,-16.84267078406515,-7.352245612494357,-13.452144053884929,17.1063528072953,49.53509713342355,-5.569315597656587,-16.61696360801468,4.254375141600346,-0.8692318000496049,-4.951156979093836,1
126-0048-01,-43.579145120354255,-16.495134665447537,-12.143057187479926,-12.259603956114875,0.42468019901752785,-7.376237728878887,0.087142665850142,5.542637993702805,-0.04941279464864023,-3.827384113451431,-2.110288127367196,2.670799802071528,2.1649636131185157,1
126-0050-02,-43.224150121482026,-15.560446986335082,-12.21372444201529,-11.686848691018234,4.125290810972151,-6.092483080864709,-3.3177855406574968,1.3112420273922951,5.244133266192251,11.693284134421331,-9.299085285164939,-7.719595125401536,27.178055431766214,1
126-0051-02,-43.266350716259396,-16.89252270825327,-11.712008809777052,-9.33530762976749,-0.0730563992717851,-3.1442267425875334,12.1068352107543,-11.153440389723517,1.204955548023319,9.092130126823061,-16.562376907428416,7.436639700454628,-5.674735986533038,1
126-0067-01,-43.98919692873036,-14.693074698563478,-13.570383702832842,25.007595365058048,-17.873912736994626,-9.925877139962513,-30.14113584824232,-0.23134799743211076,27.469267830881936,-16.839480792410658,-10.524274315014988,-2.371073633204152,-3.8764921300864956,0
126-0068-01,-43.47354815176995,-13.71094830468388,-12.081513895262443,-7.131400477564536,0.11615853505103618,-2.436215684458443,5.397132356511649,-8.755230874403026,-0.894993419342891,-1.1664709252905991,-5.175196052779774,3.4878575700768955,6.968472353455318,0
126-0069-02,-43.61781554378641,-13.76744628447937,-12.168097584282112,-11.055234937809782,-1.70897087964047,-2.8153568676513023,2.8039475938458214,-7.579804119609859,-0.6898705971941134,1.3092873016739988,-2.786181401201115,-0.23296916582924543,1.9610957151476898,1
126-0074-02,-43.96904927140685,-15.103039605104424,-9.098548318507364,-4.145816000544131,-6.151604576586313,29.389193061717084,39.75276393041752,-13.940233761041519,20.795973374850647,-3.2862753112503182,6.872794337765455,-17.25288253361341,-9.543642479436581,1
126-0075-01,-43.751719787826765,-16.97191198564361,-13.410471012365813,-23.05268861113884,-18.30280830091055,67.5986121426632,-24.687944784843737,5.6593757863804415,-18.018516331602502,2.226548946089905,-1.1707019996349703,4.524526511491633,3.5789180952812076,1
126-0102-01,-43.446034396984146,-15.340770992816127,-12.121412515930704,-13.216007749733432,-2.2342332706528185,-8.338134451975728,3.459136398338564,7.584291693739152,1.4071716192704165,-1.6274661172920337,-0.9799838496349936,2.5675383663814224,11.882192119404575,1
