126-0050-02,-38791.720857422595,33281.1403423493,10056.364977350682,2624.3341657913743,74453.77986518225,-1618.4032790542028,-37837.440778673124,-13974.201992194838,11516.126706366276,5112.636661385347,-1046.902503962393,24564.202438204065,-18665.63277229218,-21636.74306281557,1
126-0051-02,-40188.56904527107,8553.293446527334,-37759.04041097218,4926.799619355078,-12667.647310037766,-10229.70549119975,17992.941817786876,35409.89557101879,2884.3266604682713,-4660.116277097341,-12942.445897416597,-18572.988238916085,-342.83773603409253,35266.57936995562,1
126-0067-01,-80516.42303908861,-15083.872089738139,6285.786338421096,-20741.225774407776,-44283.833273536875,-18951.37661466116,40438.79913431203,-3289.6486831691295,718.787240014606,43344.59548389802,20924.036354831165,13014.128515260738,-13107.38701271226,-5771.531146531934,1
126-0068-01,-36208.039343104356,6249.184670139457,-57480.552953452025,40009.660440271655,4802.287395642815,-7121.578811939834,4779.440499849192,-25052.531802587153,-27089.03995152261,-8758.369145272014,37443.5525666777,3494.8842224226455,-15341.0994145413,4425.756619209872,1
126-0069-02,3925.695048678623,-8512.734854441715,-11775.140280018473,20806.451811187817,-15438.031972690644,26868.420823164928,-11988.30842133428,-13922.617316082784,-7310.04406882858,-20991.834483566516,-4887.611236984699,270.05909833750775,1185.9941054235503,9282.142491596343,2
126-0074-02,-826.7903585926597,-24213.436259107584,16788.909644631425,25550.22421402265,-47408.83725998042,24283.65972538144,-14052.871694606965,5895.057916362854,-20587.628280959587,-22154.516501935123,12729.460741584955,28450.212676260395,4862.754217382232,15304.133559597982,0
126-0075-01,1280.867339413435,-61278.12668811014,10906.191399487558,-2193.1015166854845,13967.264408347346,30862.94133630744,9652.407350065938,922.8013813362563,22502.468527318382,7024.584938400398,-32883.69106597058,44488.022453764665,3948.8767689510023,16109.761334177954,0
126-0102-01,-1022.9352521080672,-546.9152082413442,43360.99796355649,-30551.170306968692,5566.5144728925525,-27897.6655548365,-24012.725048559092,-20005.386700371037,-8898.917222530508,-39307.78977684334,-15422.206689218165,349.6165682687088,8574.95401500975,-5156.202124726409,0
126-0111-01,-44862.81758672542,-10003.119717081865,78520.71070300022,-54829.50198018352,-28765.519029008912,-55666.04212580785,5837.593668855101,-17329.322906939273,-21710.663121276288,-13988.378274619032,-1416.7938236271502,-2462.4216996098558,-8764.041604501836,1857.0921776391444,2
77-0195-01,3984.5096513012004,41019.945034207354,-21305.985641519477,30874.373784946794,-68900.01777572259,19736.095567999444,-51385.66278835055,-1873.7973199348382,10135.980707308672,17310.93973963138,-16630.383869267855,-3618.582986017003,-186.8752389575966,-16602.57617961014,0
126-0117-01,37692.90464056486,-1815.592432463406,-25400.561182253223,5549.1185734350365,-38054.72848030036,-24009.185798480223,-29510.47134965304,-11059.438588804911,18882.67225211094,15077.830861756227,-13222.312968981578,-4384.8372064061,-27218.864123716023,4639.285335945994,2
126-0130-01,-1633.9683222779654,50993.583736855755,25767.10514853077,11223.59406058661,-10564.468192823097,6687.655995234579,-49773.207645156726,37693.089046540714,-2713.451294855427,1543.4630967063874,24546.0481838175,-9708.071169655032,24951.600294010237,-9893.568579840638,0
77-0121-02,15287.833086927569,9729.108317373859,3371.811337657836,1078.4504641025208,24278.133552695406,9426.844593014941,-14289.22330917684,10528.157870328909,11683.439818391582,5623.791215197418,-9252.554423977152,-26364.103782677863,15056.220703628895,-21049.129440170003,0
77-0121-03,24474.24096272711,13609.842917637508,5400.8241917078485,3134.43050975568,33938.56347240032,11409.606954759027,-25741.005608054817,6799.557906074318,14206.754311854691,14805.622964515022,1604.868974961115,-13787.092127399632,8039.700624737376,-28233.53886350484,2
77-0178-01,95641.21637035033,-58794.27709406378,22645.521227621906,-30010.687207593597,20410.2524465299,-21598.02884993865,-5042.993079449661,27545.562999063404,-9871.330355081354,30383.61529551759,-1990.2131758810947,-15398.843899648411,-7321.760382159917,11142.584632308673,2
77-0178-08,-2887.8552595371348,-21217.379351753836,5784.008805426612,14940.648485975276,43750.37123586349,11405.014359074416,-25783.527619211985,11355.265540566528,-15741.479598205799,4684.63736916753,-4124.955103905144,-11826.745185854159,-15080.711166338406,-7793.896668602842,0
77-0231-01,-11574.72105096004,3150.1711662974803,-3416.3656214371063,39418.69902113767,37360.57209708773,15929.76606709529,-37674.39951408917,7932.673812170142,-11310.652899085191,2429.9323502290795,8075.892521732717,9235.023435082663,-14969.698681957827,-21841.991893432754,0
77-0231-06,-20541.52745415787,-42338.17449581294,84995.31603483448,-34914.13645917375,-19532.974854639382,-60448.62094226211,-1073.0836037953625,-5629.672133503362,5777.849306942966,29690.91483070614,18251.6319724227,10554.060480504282,-6940.998935260184,-27225.33854000817,2
77-0233-01,-45216.984391207894,-91763.10321065999,20260.4795195899,9011.910624988235,20302.395711967096,-51588.37663932904,-42.98117212530633,38048.23234451033,22646.917137049062,-8333.742946829976,2236.7960334337963,-22447.335829482126,-27000.548958725492,21410.059559044472,0
77-0233-07,-57761.510780270444,-32077.23083020244,-31396.401731684993,34801.907365695515,3221.738530655345,-6404.18814760423,1006.5488510769812,-2019.697265232739,-15838.703156792832,-17501.82145175877,4530.003084132396,-9994.427888786127,-28622.632139805373,-9417.294497945748,2
77-0234-02,61017.30750838934,-12318.873070419399,-10809.099814031304,12061.18140219515,-1015.2782320365412,-13205.160665604108,39877.6753779123,3175.5739651463737,-28162.2826414245,-7650.965567315969,-1040.08785338001,-4199.441969443191,-10516.081494433221,-8618.506985473656,0
77-0235-03,13454.993036035004,5893.866667895328,14615.034775748998,-39722.688690520394,-16133.596868572007,-547.529540823215,6737.361277522114,11947.181622287146,9276.015791462647,18802.39773245788,-7395.47031110362,-30222.81479771099,4206.471792929209,13695.788542684078,0
77-0235-06,163472.45631013426,-54406.06569831602,127330.05834545262,-24973.476288089445,-57546.87057209502,-40947.78809482887,135216.2928963656,60460.78342900163,-14546.305225522829,49609.143586936894,-14357.984098286808,-89794.05378543324,53122.693212118735,60882.70225701273,2
77-0247-03,3385.920797270861,-27537.998031586543,-13189.18430151124,-9717.349317572687,27541.690014836906,-22255.214626496665,29638.708048552988,-9677.10184006246,-35756.78892696617,-1081.6858295227235,-8149.82350868747,-9118.495345578465,-26212.0738372252,-2615.081654423916,0
126-0047-01,-38554.16050031779,-15365.661647220357,-9340.311545576282,40891.19279033053,75901.14571375838,-18948.704960974097,-11818.389488648763,-3640.0360708968547,-37987.681529342764,-5734.379820699288,13685.804987081885,-9960.679520451122,1013.8452892373662,-29350.1958842305,0
126-0047-02,-20505.472513740824,-20623.183331894237,2894.912614483719,33028.33900429055,74711.91541505315,-15676.358573168964,-22596.44300184548,-16016.186273339528,-39376.892734521476,-15853.634495121503,-10852.780814369711,-16072.88770253043,-3716.4298522822396,-24973.539363215754,2
126-0065-01,119910.76504897693,23101.22454415489,84603.89931047686,27098.447924728705,17755.037974651565,-45940.61849729942,41567.918109249826,14363.396505633387,-31699.372485634638,-20477.88687643369,-10486.046755326046,-27968.982601732238,-13138.871645792315,4544.507246093201,0
126-0065-02,-49589.625701872654,40395.38377919919,86932.36035003806,-43943.31101933424,-54538.240809272786,-15288.588399625396,-16805.255277469074,658.4118079074451,-4318.7998159631,-25.470789950283006,6761.488312351528,22392.440411640247,-2799.093982204059,-318.84811307480277,2
126-0072-01,-22431.469934727153,14599.243696907844,-36596.8351916002,28030.223269053073,-4691.494043652284,20893.98745714381,-4471.840378733417,-16391.208980611565,6247.213501569313,-26141.002855795447,-4117.38621446135,14112.306878071267,-5015.877916683254,969.991623080881,0
126-0072-02,-37348.95697399257,-24406.787927861067,11990.420826682175,-10306.484070330374,-54074.492179351546,-38155.339300702595,31013.832753987066,-4914.806598550534,-14984.18985182292,4492.100927977343,1098.1381335077494,26170.92662770528,-14513.028396344813,-6834.6400354386515,2
126-0114-01,40026.183943607364,-25571.116460318204,-4311.255547579113,-19232.256980254257,32736.400071457785,-27706.406675957165,24247.77275269261,56409.7611365436,-18548.053264538157,-1146.135421668709,9437.98542695585,-34261.695718309355,24810.371800496385,3328.1076300859013,0
126-0114-02,-42929.56499493452,75445.45161989286,4902.2586357404125,-17924.35729199615,34265.96286422295,-5938.251444507714,-17187.59207993988,2872.337323605147,6418.901853016852,7196.220312092943,7006.797457552881,8652.864102477986,8127.69911597243,2163.9914047271855,2
111-0006-01,-28432.852060649857,-3750.608349155548,8352.020845077179,29058.968351700347,28511.476289267364,-277.44367232346406,-23625.89586658748,6046.16983538065,-1057.563040833684,-13356.73689842764,991.821453456663,-5851.274686276389,376.1584085612308,-18028.75838683445,1
111-0007-01,-7008.368915221341,-57247.24263307925,-20996.37829066181,42662.8727872433,13818.529369503183,5964.6622373871,-9518.284383382472,9460.173269883317,-8937.71564992803,-882.4761049077918,-15198.476314895428,-20981.320937515553,-8334.376815982776,1319.8505919448608,1
111-0014-01,-9484.52574124494,17709.40034953781,7507.233675982181,-9127.930893542783,41183.9332616897,3456.3010300011056,-14849.753401031896,11012.37724687865,-8874.473158624705,11790.411906340078,18373.749183571905,19231.342980287933,7973.692845616749,-7006.41552990301,1
111-0018-03,-8094.017304960141,47564.82171242245,-7448.868581577827,-8511.111929032304,-47682.79440145522,29684.64136437174,-8937.710517074584,-32909.5455915075,697.5388469181479,13597.578803294438,-7833.25870807551,-7181.042619936188,17575.699558049928,10838.749106032285,1
111-0022-01,-19302.21890914445,18088.76339818881,25320.670873081515,4909.943397126674,7954.638900946069,918.0964597871666,-31290.24071286595,19484.551219563316,11321.413496696654,-2157.653290627004,15062.778689661909,21545.6825253884,10868.877995788842,-5163.231775967568,1
111-0025-01,-28821.854306397752,52211.38054620913,7704.4427944839845,11339.95697488089,11215.881172737865,-9142.554306262087,-54278.455102583735,-7484.642779030067,41082.50009942008,-9062.217163050902,13181.785526169258,-12425.806687398137,-8111.72407626054,-16190.458039631494,2
111-0026-01,9274.284145777798,102644.14576585773,46700.62292747748,-22472.804801123828,-32207.662467952847,-56311.40108197578,-59315.40076328578,27784.099347004296,40555.33898972955,8231.084437218897,48512.76757968887,9100.673771074566,44236.223849336275,-23150.249074891282,0
126-0100-01,849.6808244600825,-31689.670559330603,-10957.608000964605,16500.132981227132,55436.92890224946,-35469.296356476305,-10213.576441250985,29258.890796459276,-2303.4912156879677,-12292.25147419399,11677.92568490208,7825.870341719635,-3754.5201811441093,-3605.305874657861,1
77-0025-01,-38162.53657572622,-38402.77689662796,3224.421102632031,-17171.824628960436,2959.2046941417516,-8484.578683626336,18078.80108162039,15363.299168044621,-2902.023335521685,13926.516215115873,-12508.521849094428,-5414.8794659782225,-8428.150653002627,19526.700068789192,1
