111-0006-01,-32651.354069143792,-15292.37783559551,12773.87750711435,-2364.149847327728,4695.325688728363,-31030.30787530089,-38224.299570099894,15080.30731124538,1
111-0007-01,-10359.63525147601,-88047.39389342368,-38597.51404485799,-3078.324085876593,7058.413726106697,-25586.847032591322,-68299.69577568489,48653.549537160245,1
111-0014-01,-23112.700705142466,883.6811263217788,19146.12694132204,30961.31152997108,-3825.865778300411,21270.223602945374,28219.333314921947,16674.849062612997,1
111-0018-03,-31118.455600368554,47504.45195097406,-59335.01345909495,-1180.350662589984,42200.12935794758,34929.1658253199,3823.7361141458664,-11919.295551106097,1
111-0022-01,-32936.14485798213,36073.10220738711,-6041.188461983643,4145.0284232368285,-13516.77034782723,-24760.175875256373,-21422.39035080341,-477.3342353098075,1
111-0025-01,-27105.016339007456,34608.00751545574,771.9050172306052,24441.284349108108,73393.94114270607,78933.59611220787,18002.325453279995,8059.403913046084,1
111-0026-01,151100.7933732024,-70396.22491852117,-79527.56949304721,113778.51483149338,-31612.54015665367,-13152.40813441106,26009.78090092649,-25219.88625133431,1
111-0035-01,128179.62081746399,80924.33476070141,-6472.574475501447,23906.992182419068,87785.13073187415,-49617.75901479993,28372.261968556093,56978.275198156756,1
111-0044-01,-14776.099473907181,-79040.60398805888,-6228.026439376343,-16835.506975236312,10721.927288156774,-1086.0564687032524,-25898.067085117284,7351.012067212864,0
111-049-01,-26717.822561603673,-53059.84828471206,-7445.43923558112,-10613.435942357499,-20847.46316672192,38262.13269298142,9.409351932347315,-7247.478054991872,1
126-0005-01,-30636.421759999717,-75956.54701478641,99196.41184715457,5474.850898816961,9089.968599377225,-35422.7610035301,39057.29210204929,-6742.107676328293,0
126-0029-02,-15204.24367360586,-76488.68358866718,90121.52664084881,3560.2538211051947,20417.320204059157,-41130.5507586363,37422.93535225413,-3757.648497792702,2
126-0044-01,-25479.57869793101,57863.523254221785,35965.090340764946,32648.98034514522,-13625.544030445026,52335.465650059195,-1802.7639703151735,3870.852990716645,1
126-0047-01,232710.0541548373,44987.91757061238,55028.40768943725,-98847.86052219104,831.813249328485,18480.63248017266,-27545.915296343173,-33060.15600638169,0
126-0047-02,-46099.50377028068,91565.1952103124,-29418.013613415027,-65276.61129769194,-38019.04636273618,-24475.27581394695,29899.025353856345,41619.258149244146,2
126-0048-01,-39901.550892687155,-16843.840293353656,-32457.97445700142,-19110.390620117465,44211.28708797378,-1828.1471848978952,4351.259948353141,-52364.97637632239,0
